Time;CLK12;CKE;CKQ;ADDR;DATA;RWb;IOCS;DTAC;AS
-0,00038081;0;1;0;h1EC2;h1E;1;1;0;0
-0,0003808;0;0;0;h1EC2;h1E;1;1;0;0
-0,00038079;1;0;0;h1EC2;h1E;1;1;0;0
-0,00038078;1;0;0;h1EC2;h1E;1;1;0;0
-0,00038077;1;0;0;h1EC2;h1E;1;1;0;0
-0,00038076;1;0;0;h1EC2;h1E;1;1;0;1
-0,00038075;0;0;0;h1EC2;h1E;1;1;0;1
-0,00038074;0;0;0;h1EC2;h1E;1;1;1;1
-0,00038073;0;0;0;h1EC2;h1E;1;1;1;1
-0,00038072;0;0;1;h1EC3;h1E;1;1;1;1
-0,00038071;1;0;1;h1EC3;h1E;1;1;1;1
-0,0003807;1;0;1;h1EC3;h1E;1;1;1;1
-0,00038069;1;0;1;h1EC3;h1E;1;1;1;1
-0,00038068;0;0;1;h1EC3;h1E;1;1;1;0
-0,00038067;0;0;1;h1EC3;h1E;1;1;1;0
-0,00038066;0;0;1;h1EC3;h1E;1;1;1;0
-0,00038065;0;0;1;h1EC3;h1E;1;1;1;0
-0,00038064;0;1;1;h1EC3;h1E;1;1;1;0
-0,00038063;1;1;1;h1EC3;hDE;1;1;1;0
-0,00038062;1;1;1;h1EC3;hDE;1;1;1;0
-0,00038061;1;1;1;h1EC3;hC8;1;1;1;0
-0,0003806;0;1;1;h1EC3;hC8;1;1;1;0
-0,00038059;0;1;1;h1EC3;hC8;1;1;1;0
-0,00038058;0;1;1;h1EC3;hC8;1;1;1;0
-0,00038057;0;1;1;h1EC3;hC8;1;1;1;0
-0,00038056;0;1;0;h1EC3;hC8;1;1;1;0
-0,00038055;1;1;0;h1EC3;hC8;1;1;0;0
-0,00038054;1;1;0;h1EC3;hC8;1;1;0;0
-0,00038053;1;1;0;h1EC3;hC8;1;1;0;0
-0,00038052;0;1;0;h1EC3;hC8;1;1;0;0
-0,00038051;0;1;0;h1EC3;hC8;1;1;0;0
-0,0003805;0;1;0;h1EC3;hC8;1;1;0;0
-0,00038049;0;1;0;h1EC3;hC8;1;1;0;0
-0,00038048;1;0;0;h1EC3;hC8;1;1;0;0
-0,00038047;1;0;0;h1EC3;hC8;1;1;0;0
-0,00038046;1;0;0;h1EC3;hC8;1;1;0;0
-0,00038045;1;0;0;h1EC3;hC8;1;1;0;0
-0,00038044;0;0;0;h1EC3;hC8;1;1;0;0
-0,00038043;0;0;0;h1EC3;hC8;1;1;0;0
-0,00038042;0;0;0;h1EC3;hC8;1;1;0;0
-0,00038041;0;0;0;h1EC3;hC8;1;1;0;0
-0,0003804;1;0;1;h1EC3;hC8;1;1;0;0
-0,00038039;1;0;1;h1EC3;hC8;1;1;0;0
-0,00038038;1;0;1;h1EC3;hC8;1;1;0;0
-0,00038037;1;0;1;h1EC3;hC8;1;1;0;0
-0,00038036;0;0;1;h1EC3;hC8;1;1;0;1
-0,00038035;0;0;1;h1EC3;hC8;1;1;1;1
-0,00038034;0;0;1;h1EC3;hC8;1;1;1;1
-0,00038033;0;0;1;h81AD;hC8;1;1;1;1
-0,00038032;1;1;1;h81AD;hC8;1;1;1;1
-0,00038031;1;1;1;h81AD;hC8;1;1;1;1
-0,0003803;1;1;1;h81AD;hC8;1;1;1;1
-0,00038029;1;1;1;h81AD;hC8;1;1;1;1
-0,00038028;0;1;1;h81AD;hC8;1;1;1;0
-0,00038027;0;1;1;h81AD;hC8;1;1;1;0
-0,00038026;0;1;1;h81AD;hC8;1;1;1;0
-0,00038025;0;1;1;h81AD;h41;1;1;1;0
-0,00038024;1;1;0;h81AD;h41;1;1;1;0
-0,00038023;1;1;0;h81AD;h41;1;1;1;0
-0,00038022;1;1;0;h81AD;h41;1;1;1;0
-0,00038021;1;1;0;h81AD;h41;1;1;1;0
-0,0003802;0;1;0;h81AD;h41;1;1;1;0
-0,00038019;0;1;0;h81AD;h41;1;1;1;0
-0,00038018;0;1;0;h81AD;h41;1;1;1;0
-0,00038017;0;1;0;h81AD;h41;1;1;1;0
-0,00038016;1;0;0;h81AD;h41;1;1;1;0
-0,00038015;1;0;0;h81AD;h41;1;1;0;0
-0,00038014;1;0;0;h81AD;h41;1;1;0;0
-0,00038013;1;0;0;h81AD;h41;1;1;0;0
-0,00038012;0;0;0;h81AD;h41;1;1;0;0
-0,00038011;0;0;0;h81AD;h41;1;1;0;0
-0,0003801;0;0;0;h81AD;h41;1;1;0;0
-0,00038009;0;0;0;h81AD;h41;1;1;0;0
-0,00038008;1;0;1;h81AD;h41;1;1;0;0
-0,00038007;1;0;1;h81AD;h41;1;1;0;0
-0,00038006;1;0;1;h81AD;h41;1;1;0;0
-0,00038005;1;0;1;h81AD;h41;1;1;0;0
-0,00038004;0;0;1;h81AD;h41;1;1;0;0
-0,00038003;0;0;1;h81AD;h41;1;1;0;0
-0,00038002;0;0;1;h81AD;h41;1;1;0;0
-0,00038001;0;0;1;h81AD;h41;1;1;0;0
-0,00038;1;1;1;h81AD;h41;1;1;0;0
-0,00037999;1;1;1;h81AD;h41;1;1;0;0
-0,00037998;1;1;1;h81AD;h41;1;1;0;0
-0,00037997;1;1;1;h81AD;h41;1;1;0;1
-0,00037996;0;1;1;h81AD;h41;1;1;0;1
-0,00037995;0;1;1;h81AD;h41;1;1;1;1
-0,00037994;0;1;1;h81AD;hC8;1;1;1;1
-0,00037993;0;1;0;h81AE;hC8;1;1;1;1
-0,00037992;1;1;0;h81AE;hC8;1;1;1;1
-0,00037991;1;1;0;h81AE;hC8;1;1;1;1
-0,0003799;1;1;0;h81AE;hC8;1;1;1;1
-0,00037989;1;1;0;h81AE;hC8;1;1;1;1
-0,00037988;0;1;0;h81AE;hC8;1;1;1;0
-0,00037987;0;1;0;h81AE;hC8;1;1;1;0
-0,00037986;0;1;0;h81AE;h08;1;1;1;0
-0,00037985;0;0;0;h81AE;h26;1;1;1;0
-0,00037984;1;0;0;h81AE;h26;1;1;1;0
-0,00037983;1;0;0;h81AE;h26;1;1;1;0
-0,00037982;1;0;0;h81AE;h26;1;1;1;0
-0,00037981;1;0;0;h81AE;h26;1;1;1;0
-0,0003798;0;0;0;h81AE;h26;1;1;1;0
-0,00037979;0;0;0;h81AE;h26;1;1;1;0
-0,00037978;0;0;0;h81AE;h26;1;1;1;0
-0,00037977;0;0;1;h81AE;h26;1;1;1;0
-0,00037976;1;0;1;h81AE;h26;1;1;1;0
-0,00037975;1;0;1;h81AE;h26;1;1;0;0
-0,00037974;1;0;1;h81AE;h26;1;1;0;0
-0,00037973;1;0;1;h81AE;h26;1;1;0;0
-0,00037972;0;0;1;h81AE;h26;1;1;0;0
-0,00037971;0;0;1;h81AE;h26;1;1;0;0
-0,0003797;0;0;1;h81AE;h26;1;1;0;0
-0,00037969;0;1;1;h81AE;h26;1;1;0;0
-0,00037968;1;1;1;h81AE;h26;1;1;0;0
-0,00037967;1;1;1;h81AE;h26;1;1;0;0
-0,00037966;1;1;1;h81AE;h26;1;1;0;0
-0,00037965;1;1;1;h81AE;h26;1;1;0;0
-0,00037964;0;1;1;h81AE;h26;1;1;0;0
-0,00037963;0;1;1;h81AE;h26;1;1;0;0
-0,00037962;0;1;1;h81AE;h26;1;1;0;0
-0,00037961;0;1;0;h81AE;h26;1;1;0;0
-0,0003796;1;1;0;h81AE;h26;1;1;0;0
-0,00037959;1;1;0;h81AE;h26;1;1;0;0
-0,00037958;1;1;0;h81AE;h26;1;1;0;0
-0,00037957;0;1;0;h81AE;h26;1;1;0;1
-0,00037956;0;1;0;h81AE;h26;1;1;0;1
-0,00037955;0;1;0;h81AE;h26;1;1;1;1
-0,00037954;0;1;0;h81AE;hC8;1;1;1;1
-0,00037953;0;0;0;h81AF;hFF;1;1;1;1
-0,00037952;1;0;0;h81AF;hFF;1;1;1;1
-0,00037951;1;0;0;h81AF;hFF;1;1;1;1
-0,0003795;1;0;0;h81AF;hFF;1;1;1;1
-0,00037949;0;0;0;h81AF;hFF;1;1;1;1
-0,00037948;0;0;0;h81AF;hFF;1;1;1;1
-0,00037947;0;0;0;h81AF;hFF;1;1;1;1
-0,00037946;0;0;0;h81AF;hFF;1;1;1;1
-0,00037945;0;0;1;h81AF;hFF;1;1;1;1
-0,00037944;1;0;1;h81AF;hFF;1;1;1;1
-0,00037943;1;0;1;h81AF;hFF;1;1;1;1
-0,00037942;1;0;1;h81AF;hFF;1;1;1;1
-0,00037941;0;0;1;h81AF;hFF;1;1;1;1
-0,0003794;0;0;1;h81AF;hFF;1;1;1;1
-0,00037939;0;0;1;h81AF;hFF;1;1;1;1
-0,00037938;0;0;1;h1E88;hFF;1;1;1;1
-0,00037937;0;1;1;h1EC8;hFF;1;1;1;1
-0,00037936;1;1;1;h1EC8;hFF;1;1;1;1
-0,00037935;1;1;1;h1EC8;hFF;1;1;1;1
-0,00037934;1;1;1;h1EC8;hFF;1;1;1;1
-0,00037933;0;1;1;h1EC8;hFF;1;1;1;1
-0,00037932;0;1;1;h1EC8;hFF;1;1;1;1
-0,00037931;0;1;1;h1EC8;hFF;1;1;1;1
-0,0003793;0;1;1;h1EC8;hFF;1;1;1;1
-0,00037929;0;1;0;h1EC8;hFF;1;1;1;1
-0,00037928;1;1;0;h1EC8;hFF;1;1;1;1
-0,00037927;1;1;0;h1EC8;hFF;1;1;1;1
-0,00037926;1;1;0;h1EC8;hFF;1;1;1;1
-0,00037925;0;1;0;h1EC8;hFF;1;1;1;1
-0,00037924;0;1;0;h1EC8;hFF;1;1;1;1
-0,00037923;0;1;0;h1EC8;hFF;1;1;1;1
-0,00037922;0;1;0;h1EC8;hFF;1;1;1;1
-0,00037921;1;0;0;h1EC8;hFF;1;1;1;1
-0,0003792;1;0;0;h1EC8;hFF;1;1;1;1
-0,00037919;1;0;0;h1EC8;hFF;1;1;1;1
-0,00037918;1;0;0;h1EC8;hFF;1;1;1;1
-0,00037917;0;0;0;h1EC8;hFF;1;1;1;0
-0,00037916;0;0;0;h1EC8;hFF;1;1;1;0
-0,00037915;0;0;0;h1EC8;hFF;1;1;1;0
-0,00037914;0;0;0;h1EC8;hFF;1;1;1;0
-0,00037913;1;0;1;h1EC8;hFF;1;1;1;0
-0,00037912;1;0;1;h1EC8;hFB;1;1;1;0
-0,00037911;1;0;1;h1EC8;hFF;1;1;1;0
-0,0003791;1;0;1;h1EC8;hFF;1;1;1;0
-0,00037909;0;0;1;h1EC8;hFF;1;1;1;0
-0,00037908;0;0;1;h1EC8;hFF;1;1;1;0
-0,00037907;0;0;1;h1EC8;hFF;1;1;1;0
-0,00037906;0;0;1;h1EC8;hFF;1;1;1;0
-0,00037905;1;1;1;h1EC8;hFF;1;1;1;0
-0,00037904;1;1;1;h1EC8;hFF;1;1;0;0
-0,00037903;1;1;1;h1EC8;hFF;1;1;0;0
-0,00037902;1;1;1;h1EC8;hFF;1;1;0;0
-0,00037901;0;1;1;h1EC8;hFF;1;1;0;0
-0,000379;0;1;1;h1EC8;hFF;1;1;0;0
-0,00037899;0;1;1;h1EC8;hFF;1;1;0;0
-0,00037898;0;1;1;h1EC8;hFF;1;1;0;0
-0,00037897;1;1;0;h1EC8;hFF;1;1;0;0
-0,00037896;1;1;0;h1EC8;hFF;1;1;0;0
-0,00037895;1;1;0;h1EC8;hFF;1;1;0;0
-0,00037894;1;1;0;h1EC8;hFF;1;1;0;0
-0,00037893;0;1;0;h1EC8;hFF;1;1;0;0
-0,00037892;0;1;0;h1EC8;hFF;1;1;0;0
-0,00037891;0;1;0;h1EC8;hFF;1;1;0;0
-0,0003789;0;1;0;h1EC8;hFF;1;1;0;0
-0,00037889;1;0;0;h1EC8;hFF;1;1;0;0
-0,00037888;1;0;0;h1EC8;hFF;1;1;0;0
-0,00037887;1;0;0;h1EC8;hFF;1;1;0;0
-0,00037886;1;0;0;h1EC8;hFF;1;1;0;0
-0,00037885;0;0;0;h1EC8;hFF;1;1;0;1
-0,00037884;0;0;0;h1EC8;hFF;1;1;1;1
-0,00037883;0;0;0;h1EC8;hFF;1;1;1;1
-0,00037882;0;0;0;h1EC9;hFF;1;1;1;1
-0,00037881;1;0;1;h1EC9;hFF;1;1;1;1
-0,0003788;1;0;1;h1EC9;hFF;1;1;1;1
-0,00037879;1;0;1;h1EC9;hFF;1;1;1;1
-0,00037878;1;0;1;h1EC9;hFF;1;1;1;1
-0,00037877;0;0;1;h1EC9;hFF;1;1;1;0
-0,00037876;0;0;1;h1EC9;hFF;1;1;1;0
-0,00037875;0;0;1;h1EC9;hFF;1;1;1;0
-0,00037874;0;0;1;h1EC9;hFF;1;1;1;0
-0,00037873;1;1;1;h1EC9;hFF;1;1;1;0
-0,00037872;1;1;1;h1EC9;hFF;1;1;1;0
-0,00037871;1;1;1;h1EC9;hFF;1;1;1;0
-0,0003787;1;1;1;h1EC9;hFF;1;1;1;0
-0,00037869;0;1;1;h1EC9;hFF;1;1;1;0
-0,00037868;0;1;1;h1EC9;hFF;1;1;1;0
-0,00037867;0;1;1;h1EC9;hFF;1;1;1;0
-0,00037866;0;1;0;h1EC9;hFF;1;1;1;0
-0,00037865;1;1;0;h1EC9;hFF;1;1;1;0
-0,00037864;1;1;0;h1EC9;hFF;1;1;0;0
-0,00037863;1;1;0;h1EC9;hFF;1;1;0;0
-0,00037862;1;1;0;h1EC9;hFF;1;1;0;0
-0,00037861;0;1;0;h1EC9;hFF;1;1;0;0
-0,0003786;0;1;0;h1EC9;hFF;1;1;0;0
-0,00037859;0;1;0;h1EC9;hFF;1;1;0;0
-0,00037858;0;0;0;h1EC9;hFF;1;1;0;0
-0,00037857;1;0;0;h1EC9;hFF;1;1;0;0
-0,00037856;1;0;0;h1EC9;hFF;1;1;0;0
-0,00037855;1;0;0;h1EC9;hFF;1;1;0;0
-0,00037854;1;0;0;h1EC9;hFF;1;1;0;0
-0,00037853;0;0;0;h1EC9;hFF;1;1;0;0
-0,00037852;0;0;0;h1EC9;hFF;1;1;0;0
-0,00037851;0;0;0;h1EC9;hFF;1;1;0;0
-0,0003785;0;0;1;h1EC9;hFF;1;1;0;0
-0,00037849;1;0;1;h1EC9;hFF;1;1;0;0
-0,00037848;1;0;1;h1EC9;hFF;1;1;0;0
-0,00037847;1;0;1;h1EC9;hFF;1;1;0;0
-0,00037846;1;0;1;h1EC9;hFF;1;1;0;1
-0,00037845;0;0;1;h1EC9;hFF;1;1;0;1
-0,00037844;0;0;1;h1EC9;hFF;1;1;1;1
-0,00037843;0;0;1;h0089;hFF;1;1;1;1
-0,00037842;0;1;1;h81AF;hFF;1;1;1;1
-0,00037841;1;1;1;h81AF;hFF;1;1;1;1
-0,0003784;1;1;1;h81AF;hFF;1;1;1;1
-0,00037839;1;1;1;h81AF;hFF;1;1;1;1
-0,00037838;0;1;1;h81AF;hFF;1;1;1;0
-0,00037837;0;1;1;h81AF;hFF;1;1;1;0
-0,00037836;0;1;1;h81AF;hFF;1;1;1;0
-0,00037835;0;1;1;h81AF;h75;1;1;1;0
-0,00037834;0;1;0;h81AF;h75;1;1;1;0
-0,00037833;1;1;0;h81AF;h75;1;1;1;0
-0,00037832;1;1;0;h81AF;h75;1;1;1;0
-0,00037831;1;1;0;h81AF;h75;1;1;1;0
-0,0003783;0;1;0;h81AF;h75;1;1;1;0
-0,00037829;0;1;0;h81AF;h75;1;1;1;0
-0,00037828;0;1;0;h81AF;h75;1;1;1;0
-0,00037827;0;1;0;h81AF;h75;1;1;1;0
-0,00037826;0;0;0;h81AF;h75;1;1;1;0
-0,00037825;1;0;0;h81AF;h75;1;1;0;0
-0,00037824;1;0;0;h81AF;h75;1;1;0;0
-0,00037823;1;0;0;h81AF;h75;1;1;0;0
-0,00037822;0;0;0;h81AF;h75;1;1;0;0
-0,00037821;0;0;0;h81AF;h75;1;1;0;0
-0,0003782;0;0;0;h81AF;h75;1;1;0;0
-0,00037819;0;0;0;h81AF;h75;1;1;0;0
-0,00037818;0;0;1;h81AF;h75;1;1;0;0
-0,00037817;1;0;1;h81AF;h75;1;1;0;0
-0,00037816;1;0;1;h81AF;h75;1;1;0;0
-0,00037815;1;0;1;h81AF;h75;1;1;0;0
-0,00037814;0;0;1;h81AF;h75;1;1;0;0
-0,00037813;0;0;1;h81AF;h75;1;1;0;0
-0,00037812;0;0;1;h81AF;h75;1;1;0;0
-0,00037811;0;0;1;h81AF;h75;1;1;0;0
-0,0003781;1;1;1;h81AF;h75;1;1;0;0
-0,00037809;1;1;1;h81AF;h75;1;1;0;0
-0,00037808;1;1;1;h81AF;h75;1;1;0;0
-0,00037807;1;1;1;h81AF;h75;1;1;0;0
-0,00037806;0;1;1;h81AF;h75;1;1;0;1
-0,00037805;0;1;1;h81AF;h75;1;1;1;1
-0,00037804;0;1;1;h81AF;h75;1;1;1;1
-0,00037803;0;1;1;h81A0;hFF;1;1;1;1
-0,00037802;1;1;0;h81B0;hFF;1;1;1;1
-0,00037801;1;1;0;h81B0;hFF;1;1;1;1
-0,000378;1;1;0;h81B0;hFF;1;1;1;1
-0,00037799;1;1;0;h81B0;hFF;1;1;1;1
-0,00037798;0;1;0;h81B0;hFF;1;1;1;0
-0,00037797;0;1;0;h81B0;hFF;1;1;1;0
-0,00037796;0;1;0;h81B0;hFF;1;1;1;0
-0,00037795;0;1;0;h81B0;hF8;1;1;1;0
-0,00037794;1;0;0;h81B0;hF8;1;1;1;0
-0,00037793;1;0;0;h81B0;hF8;1;1;1;0
-0,00037792;1;0;0;h81B0;hF8;1;1;1;0
-0,00037791;1;0;0;h81B0;hF8;1;1;1;0
-0,0003779;0;0;0;h81B0;hF8;1;1;1;0
-0,00037789;0;0;0;h81B0;hF8;1;1;1;0
-0,00037788;0;0;0;h81B0;hF8;1;1;1;0
-0,00037787;0;0;0;h81B0;hF8;1;1;1;0
-0,00037786;1;0;1;h81B0;hF8;1;1;1;0
-0,00037785;1;0;1;h81B0;hF8;1;1;0;0
-0,00037784;1;0;1;h81B0;hF8;1;1;0;0
-0,00037783;1;0;1;h81B0;hF8;1;1;0;0
-0,00037782;0;0;1;h81B0;hF8;1;1;0;0
-0,00037781;0;0;1;h81B0;hF8;1;1;0;0
-0,0003778;0;0;1;h81B0;hF8;1;1;0;0
-0,00037779;0;0;1;h81B0;hF8;1;1;0;0
-0,00037778;1;1;1;h81B0;hF8;1;1;0;0
-0,00037777;1;1;1;h81B0;hF8;1;1;0;0
-0,00037776;1;1;1;h81B0;hF8;1;1;0;0
-0,00037775;1;1;1;h81B0;hF8;1;1;0;0
-0,00037774;0;1;1;h81B0;hF8;1;1;0;0
-0,00037773;0;1;1;h81B0;hF8;1;1;0;0
-0,00037772;0;1;1;h81B0;hF8;1;1;0;0
-0,00037771;0;1;1;h81B0;hF8;1;1;0;0
-0,0003777;1;1;0;h81B0;hF8;1;1;0;0
-0,00037769;1;1;0;h81B0;hF8;1;1;0;0
-0,00037768;1;1;0;h81B0;hF8;1;1;0;0
-0,00037767;1;1;0;h81B0;hF8;1;1;0;0
-0,00037766;0;1;0;h81B0;hF8;1;1;0;1
-0,00037765;0;1;0;h81B0;hF8;1;1;1;1
-0,00037764;0;1;0;h81B0;hF8;1;1;1;1
-0,00037763;0;1;0;h81B0;hFF;1;1;1;1
-0,00037762;1;0;0;h81B0;hFF;1;1;1;1
-0,00037761;1;0;0;h81B0;hFF;1;1;1;1
-0,0003776;1;0;0;h81B0;hFF;1;1;1;1
-0,00037759;1;0;0;h81B0;hFF;1;1;1;1
-0,00037758;0;0;0;h81B0;hFF;1;1;1;1
-0,00037757;0;0;0;h81B0;hFF;1;1;1;1
-0,00037756;0;0;0;h81B0;hFF;1;1;1;1
-0,00037755;0;0;0;h81B0;hFF;1;1;1;1
-0,00037754;1;0;1;h81B0;hFF;1;1;1;1
-0,00037753;1;0;1;h81B0;hFF;1;1;1;1
-0,00037752;1;0;1;h81B0;hFF;1;1;1;1
-0,00037751;1;0;1;h81B0;hFF;1;1;1;1
-0,0003775;0;0;1;h81B0;hFF;1;1;1;1
-0,00037749;0;0;1;h81B0;hFF;1;1;1;1
-0,00037748;0;0;1;h81B0;hFF;1;1;1;1
-0,00037747;0;1;1;h81B0;hFF;1;1;1;1
-0,00037746;1;1;1;h81B0;hFF;1;1;1;1
-0,00037745;1;1;1;h81B0;hFF;1;1;1;1
-0,00037744;1;1;1;h81B0;hFF;1;1;1;1
-0,00037743;1;1;1;h81B0;hFF;1;1;1;1
-0,00037742;0;1;1;h81B0;hFF;1;1;1;1
-0,00037741;0;1;1;h81B0;hFF;1;1;1;1
-0,0003774;0;1;1;h81B0;hFF;1;1;1;1
-0,00037739;0;1;0;h81A9;hFF;1;1;1;1
-0,00037738;1;1;0;h81A9;hFF;1;1;1;1
-0,00037737;1;1;0;h81A9;hFF;1;1;1;1
-0,00037736;1;1;0;h81A9;hFF;1;1;1;1
-0,00037735;1;1;0;h81A9;hFF;1;1;1;0
-0,00037734;0;1;0;h81A9;hFF;1;1;1;0
-0,00037733;0;1;0;h81A9;hFF;1;1;1;0
-0,00037732;0;1;0;h81A9;h43;1;1;1;0
-0,00037731;0;0;0;h81A9;h43;1;1;1;0
-0,0003773;1;0;0;h81A9;h43;1;1;1;0
-0,00037729;1;0;0;h81A9;h43;1;1;1;0
-0,00037728;1;0;0;h81A9;h43;1;1;1;0
-0,00037727;1;0;0;h81A9;h43;1;1;1;0
-0,00037726;0;0;0;h81A9;h43;1;1;1;0
-0,00037725;0;0;0;h81A9;h43;1;1;1;0
-0,00037724;0;0;0;h81A9;h43;1;1;1;0
-0,00037723;0;0;1;h81A9;h43;1;1;1;0
-0,00037722;1;0;1;h81A9;h43;1;1;0;0
-0,00037721;1;0;1;h81A9;h43;1;1;0;0
-0,0003772;1;0;1;h81A9;h43;1;1;0;0
-0,00037719;0;0;1;h81A9;h43;1;1;0;0
-0,00037718;0;0;1;h81A9;h43;1;1;0;0
-0,00037717;0;0;1;h81A9;h43;1;1;0;0
-0,00037716;0;0;1;h81A9;h43;1;1;0;0
-0,00037715;0;1;1;h81A9;h43;1;1;0;0
-0,00037714;1;1;1;h81A9;h43;1;1;0;0
-0,00037713;1;1;1;h81A9;h43;1;1;0;0
-0,00037712;1;1;1;h81A9;h43;1;1;0;0
-0,00037711;0;1;1;h81A9;h43;1;1;0;0
-0,0003771;0;1;1;h81A9;h43;1;1;0;0
-0,00037709;0;1;1;h81A9;h43;1;1;0;0
-0,00037708;0;1;1;h81A9;h43;1;1;0;0
-0,00037707;0;1;0;h81A9;h43;1;1;0;0
-0,00037706;1;1;0;h81A9;h43;1;1;0;0
-0,00037705;1;1;0;h81A9;h43;1;1;0;0
-0,00037704;1;1;0;h81A9;h43;1;1;0;0
-0,00037703;0;1;0;h81A9;h43;1;1;0;1
-0,00037702;0;1;0;h81A9;h43;1;1;1;1
-0,00037701;0;1;0;h81A9;h43;1;1;1;1
-0,000377;0;1;0;h81A8;hFF;1;1;1;1
-0,00037699;1;0;0;h81AA;hFF;1;1;1;1
-0,00037698;1;0;0;h81AA;hFF;1;1;1;1
-0,00037697;1;0;0;h81AA;hFF;1;1;1;1
-0,00037696;1;0;0;h81AA;hFF;1;1;1;1
-0,00037695;0;0;0;h81AA;hFF;1;1;1;0
-0,00037694;0;0;0;h81AA;hFF;1;1;1;0
-0,00037693;0;0;0;h81AA;hFF;1;1;1;0
-0,00037692;0;0;0;h81AA;h07;1;1;1;0
-0,00037691;0;0;1;h81AA;h07;1;1;1;0
-0,0003769;1;0;1;h81AA;h07;1;1;1;0
-0,00037689;1;0;1;h81AA;h07;1;1;1;0
-0,00037688;1;0;1;h81AA;h07;1;1;1;0
-0,00037687;0;0;1;h81AA;h07;1;1;1;0
-0,00037686;0;0;1;h81AA;h07;1;1;1;0
-0,00037685;0;0;1;h81AA;h07;1;1;1;0
-0,00037684;0;0;1;h81AA;h07;1;1;1;0
-0,00037683;1;1;1;h81AA;h07;1;1;1;0
-0,00037682;1;1;1;h81AA;h07;1;1;0;0
-0,00037681;1;1;1;h81AA;h07;1;1;0;0
-0,0003768;1;1;1;h81AA;h07;1;1;0;0
-0,00037679;0;1;1;h81AA;h07;1;1;0;0
-0,00037678;0;1;1;h81AA;h07;1;1;0;0
-0,00037677;0;1;1;h81AA;h07;1;1;0;0
-0,00037676;0;1;1;h81AA;h07;1;1;0;0
-0,00037675;1;1;0;h81AA;h07;1;1;0;0
-0,00037674;1;1;0;h81AA;h07;1;1;0;0
-0,00037673;1;1;0;h81AA;h07;1;1;0;0
-0,00037672;1;1;0;h81AA;h07;1;1;0;0
-0,00037671;0;1;0;h81AA;h07;1;1;0;0
-0,0003767;0;1;0;h81AA;h07;1;1;0;0
-0,00037669;0;1;0;h81AA;h07;1;1;0;0
-0,00037668;0;1;0;h81AA;h07;1;1;0;0
-0,00037667;1;0;0;h81AA;h07;1;1;0;0
-0,00037666;1;0;0;h81AA;h07;1;1;0;0
-0,00037665;1;0;0;h81AA;h07;1;1;0;0
-0,00037664;1;0;0;h81AA;h07;1;1;0;0
-0,00037663;0;0;0;h81AA;h07;1;1;0;1
-0,00037662;0;0;0;h81AA;h07;1;1;1;1
-0,00037661;0;0;0;h81AA;h07;1;1;1;1
-0,0003766;0;0;0;h81AB;hFF;1;1;1;1
-0,00037659;1;0;1;h81AB;hFF;1;1;1;1
-0,00037658;1;0;1;h81AB;hFF;1;1;1;1
-0,00037657;1;0;1;h81AB;hFF;1;1;1;1
-0,00037656;1;0;1;h81AB;hFF;1;1;1;1
-0,00037655;0;0;1;h81AB;hFF;1;1;1;0
-0,00037654;0;0;1;h81AB;hFF;1;1;1;0
-0,00037653;0;0;1;h81AB;hFF;1;1;1;0
-0,00037652;0;0;1;h81AB;h1E;1;1;1;0
-0,00037651;1;1;1;h81AB;h1E;1;1;1;0
-0,0003765;1;1;1;h81AB;h1E;1;1;1;0
-0,00037649;1;1;1;h81AB;h1E;1;1;1;0
-0,00037648;1;1;1;h81AB;h1E;1;1;1;0
-0,00037647;0;1;1;h81AB;h1E;1;1;1;0
-0,00037646;0;1;1;h81AB;h1E;1;1;1;0
-0,00037645;0;1;1;h81AB;h1E;1;1;1;0
-0,00037644;0;1;0;h81AB;h1E;1;1;1;0
-0,00037643;1;1;0;h81AB;h1E;1;1;1;0
-0,00037642;1;1;0;h81AB;h1E;1;1;0;0
-0,00037641;1;1;0;h81AB;h1E;1;1;0;0
-0,0003764;1;1;0;h81AB;h1E;1;1;0;0
-0,00037639;0;1;0;h81AB;h1E;1;1;0;0
-0,00037638;0;1;0;h81AB;h1E;1;1;0;0
-0,00037637;0;1;0;h81AB;h1E;1;1;0;0
-0,00037636;0;0;0;h81AB;h1E;1;1;0;0
-0,00037635;1;0;0;h81AB;h1E;1;1;0;0
-0,00037634;1;0;0;h81AB;h1E;1;1;0;0
-0,00037633;1;0;0;h81AB;h1E;1;1;0;0
-0,00037632;1;0;0;h81AB;h1E;1;1;0;0
-0,00037631;0;0;0;h81AB;h1E;1;1;0;0
-0,0003763;0;0;0;h81AB;h1E;1;1;0;0
-0,00037629;0;0;0;h81AB;h1E;1;1;0;0
-0,00037628;0;0;1;h81AB;h1E;1;1;0;0
-0,00037627;1;0;1;h81AB;h1E;1;1;0;0
-0,00037626;1;0;1;h81AB;h1E;1;1;0;0
-0,00037625;1;0;1;h81AB;h1E;1;1;0;0
-0,00037624;1;0;1;h81AB;h1E;1;1;0;1
-0,00037623;0;0;1;h81AB;h1E;1;1;0;1
-0,00037622;0;0;1;h81AB;h1E;1;1;1;1
-0,00037621;0;0;1;h81A8;hFF;1;1;1;1
-0,0003762;0;1;1;h81AC;hFF;1;1;1;1
-0,00037619;1;1;1;h81AC;hFF;1;1;1;1
-0,00037618;1;1;1;h81AC;hFF;1;1;1;1
-0,00037617;1;1;1;h81AC;hFF;1;1;1;1
