Time;NCLK12;CKE;CKQ;RESETb;ADDR;DATA;R/Wb;AS;DTAC;VRAMCS
-0,00015991;0;0;0;1;h1EE2;hFF;1;0;0;1
-0,0001599;1;0;0;1;h1EE2;hFF;1;0;0;1
-0,00015989;1;0;0;1;h1EE2;hFF;1;0;0;1
-0,00015988;1;0;0;1;h1EE2;hFF;1;0;0;1
-0,00015987;1;0;0;1;h1EE2;hFF;1;1;0;1
-0,00015986;0;0;0;1;h1EE2;hFF;1;1;0;1
-0,00015985;0;0;0;1;h1EE2;hFF;1;1;1;1
-0,00015984;0;0;0;1;h1EE2;hFF;1;1;1;1
-0,00015983;0;0;1;1;h1EE3;hFF;1;1;1;1
-0,00015982;1;0;1;1;h1EE3;hFF;1;1;1;1
-0,00015981;1;0;1;1;h1EE3;hFF;1;1;1;1
-0,0001598;1;0;1;1;h1EE3;hFF;1;1;1;1
-0,00015979;1;0;1;1;h1EE3;hFF;1;1;1;1
-0,00015978;0;0;1;1;h1EE3;hFF;1;0;1;1
-0,00015977;0;0;1;1;h1EE3;hFF;1;0;1;1
-0,00015976;0;0;1;1;h1EE3;hFF;1;0;1;1
-0,00015975;0;0;1;1;h1EE3;hFF;1;0;1;1
-0,00015974;1;1;1;1;h1EE3;hFF;1;0;1;1
-0,00015973;1;1;1;1;h1EE3;hFF;1;0;1;1
-0,00015972;1;1;1;1;h1EE3;hFF;1;0;1;1
-0,00015971;1;1;1;1;h1EE3;hFF;1;0;1;1
-0,0001597;0;1;1;1;h1EE3;hFF;1;0;1;1
-0,00015969;0;1;1;1;h1EE3;hFF;1;0;1;1
-0,00015968;0;1;1;1;h1EE3;hFF;1;0;1;1
-0,00015967;0;1;1;1;h1EE3;hFF;1;0;1;1
-0,00015966;1;1;0;1;h1EE3;hFF;1;0;1;1
-0,00015965;1;1;0;1;h1EE3;hFF;1;0;0;1
-0,00015964;1;1;0;1;h1EE3;hFF;1;0;0;1
-0,00015963;1;1;0;1;h1EE3;hFF;1;0;0;1
-0,00015962;0;1;0;1;h1EE3;hFF;1;0;0;1
-0,00015961;0;1;0;1;h1EE3;hFF;1;0;0;1
-0,0001596;0;1;0;1;h1EE3;hFF;1;0;0;1
-0,00015959;0;1;0;1;h1EE3;hFF;1;0;0;1
-0,00015958;1;0;0;1;h1EE3;hFF;1;0;0;1
-0,00015957;1;0;0;1;h1EE3;hFF;1;0;0;1
-0,00015956;1;0;0;1;h1EE3;hFF;1;0;0;1
-0,00015955;1;0;0;1;h1EE3;hFF;1;0;0;1
-0,00015954;0;0;0;1;h1EE3;hFF;1;0;0;1
-0,00015953;0;0;0;1;h1EE3;hFF;1;0;0;1
-0,00015952;0;0;0;1;h1EE3;hFF;1;0;0;1
-0,00015951;0;0;0;1;h1EE3;hFF;1;0;0;1
-0,0001595;0;0;1;1;h1EE3;hFF;1;0;0;1
-0,00015949;1;0;1;1;h1EE3;hFF;1;0;0;1
-0,00015948;1;0;1;1;h1EE3;hFF;1;0;0;1
-0,00015947;1;0;1;1;h1EE3;hFF;1;0;0;1
-0,00015946;1;0;1;1;h1EE3;hFF;1;1;0;1
-0,00015945;0;0;1;1;h1EE3;hFF;1;1;1;1
-0,00015944;0;0;1;1;h1EE3;hFF;1;1;1;1
-0,00015943;0;0;1;1;h00AB;hFF;1;1;1;1
-0,00015942;0;1;1;1;h81AF;hFF;1;1;1;1
-0,00015941;1;1;1;1;h81AF;hFF;1;1;1;1
-0,0001594;1;1;1;1;h81AF;hFF;1;1;1;1
-0,00015939;1;1;1;1;h81AF;hFF;1;1;1;1
-0,00015938;1;1;1;1;h81AF;hFF;1;0;1;1
-0,00015937;0;1;1;1;h81AF;hFF;1;0;1;1
-0,00015936;0;1;1;1;h81AF;hFF;1;0;1;1
-0,00015935;0;1;1;1;h81AF;hFF;1;0;1;1
-0,00015934;0;1;0;1;h81AF;h75;1;0;1;1
-0,00015933;1;1;0;1;h81AF;h75;1;0;1;1
-0,00015932;1;1;0;1;h81AF;h75;1;0;1;1
-0,00015931;1;1;0;1;h81AF;h75;1;0;1;1
-0,0001593;1;1;0;1;h81AF;h75;1;0;1;1
-0,00015929;0;1;0;1;h81AF;h75;1;0;1;1
-0,00015928;0;1;0;1;h81AF;h75;1;0;1;1
-0,00015927;0;1;0;1;h81AF;h75;1;0;1;1
-0,00015926;0;1;0;1;h81AF;h75;1;0;1;1
-0,00015925;1;0;0;1;h81AF;h75;1;0;1;1
-0,00015924;1;0;0;1;h81AF;h75;1;0;0;1
-0,00015923;1;0;0;1;h81AF;h75;1;0;0;1
-0,00015922;1;0;0;1;h81AF;h75;1;0;0;1
-0,00015921;0;0;0;1;h81AF;h75;1;0;0;1
-0,0001592;0;0;0;1;h81AF;h75;1;0;0;1
-0,00015919;0;0;0;1;h81AF;h75;1;0;0;1
-0,00015918;0;0;0;1;h81AF;h75;1;0;0;1
-0,00015917;1;0;1;1;h81AF;h75;1;0;0;1
-0,00015916;1;0;1;1;h81AF;h75;1;0;0;1
-0,00015915;1;0;1;1;h81AF;h75;1;0;0;1
-0,00015914;1;0;1;1;h81AF;h75;1;0;0;1
-0,00015913;0;0;1;1;h81AF;h75;1;0;0;1
-0,00015912;0;0;1;1;h81AF;h75;1;0;0;1
-0,00015911;0;0;1;1;h81AF;h75;1;0;0;1
-0,0001591;0;0;1;1;h81AF;h75;1;0;0;1
-0,00015909;0;1;1;1;h81AF;h75;1;0;0;1
-0,00015908;1;1;1;1;h81AF;h75;1;0;0;1
-0,00015907;1;1;1;1;h81AF;h75;1;0;0;1
-0,00015906;1;1;1;1;h81AF;h75;1;0;0;1
-0,00015905;0;1;1;1;h81AF;h75;1;1;0;1
-0,00015904;0;1;1;1;h81AF;h75;1;1;0;1
-0,00015903;0;1;1;1;h81AF;h75;1;1;1;1
-0,00015902;0;1;1;1;h81A0;hFF;1;1;1;1
-0,00015901;0;1;0;1;h81B0;hFF;1;1;1;1
-0,000159;1;1;0;1;h81B0;hFF;1;1;1;1
-0,00015899;1;1;0;1;h81B0;hFF;1;1;1;1
-0,00015898;1;1;0;1;h81B0;hFF;1;1;1;1
-0,00015897;1;1;0;1;h81B0;hFF;1;0;1;1
-0,00015896;0;1;0;1;h81B0;hFF;1;0;1;1
-0,00015895;0;1;0;1;h81B0;hFF;1;0;1;1
-0,00015894;0;1;0;1;h81B0;hF8;1;0;1;1
-0,00015893;0;0;0;1;h81B0;hF8;1;0;1;1
-0,00015892;1;0;0;1;h81B0;hF8;1;0;1;1
-0,00015891;1;0;0;1;h81B0;hF8;1;0;1;1
-0,0001589;1;0;0;1;h81B0;hF8;1;0;1;1
-0,00015889;1;0;0;1;h81B0;hF8;1;0;1;1
-0,00015888;0;0;0;1;h81B0;hF8;1;0;1;1
-0,00015887;0;0;0;1;h81B0;hF8;1;0;1;1
-0,00015886;0;0;0;1;h81B0;hF8;1;0;1;1
-0,00015885;0;0;0;1;h81B0;hF8;1;0;1;1
-0,00015884;1;0;1;1;h81B0;hF8;1;0;1;1
-0,00015883;1;0;1;1;h81B0;hF8;1;0;0;1
-0,00015882;1;0;1;1;h81B0;hF8;1;0;0;1
-0,00015881;1;0;1;1;h81B0;hF8;1;0;0;1
-0,0001588;0;0;1;1;h81B0;hF8;1;0;0;1
-0,00015879;0;0;1;1;h81B0;hF8;1;0;0;1
-0,00015878;0;0;1;1;h81B0;hF8;1;0;0;1
-0,00015877;0;0;1;1;h81B0;hF8;1;0;0;1
-0,00015876;1;1;1;1;h81B0;hF8;1;0;0;1
-0,00015875;1;1;1;1;h81B0;hF8;1;0;0;1
-0,00015874;1;1;1;1;h81B0;hF8;1;0;0;1
-0,00015873;1;1;1;1;h81B0;hF8;1;0;0;1
-0,00015872;0;1;1;1;h81B0;hF8;1;0;0;1
-0,00015871;0;1;1;1;h81B0;hF8;1;0;0;1
-0,0001587;0;1;1;1;h81B0;hF8;1;0;0;1
-0,00015869;0;1;1;1;h81B0;hF8;1;0;0;1
-0,00015868;0;1;0;1;h81B0;hF8;1;0;0;1
-0,00015867;1;1;0;1;h81B0;hF8;1;0;0;1
-0,00015866;1;1;0;1;h81B0;hF8;1;0;0;1
-0,00015865;1;1;0;1;h81B0;hF8;1;0;0;1
-0,00015864;0;1;0;1;h81B0;hF8;1;1;0;1
-0,00015863;0;1;0;1;h81B0;hF8;1;1;1;1
-0,00015862;0;1;0;1;h81B0;hF8;1;1;1;1
-0,00015861;0;1;0;1;h81B0;hFF;1;1;1;1
-0,0001586;0;0;0;1;h81B0;hFF;1;1;1;1
-0,00015859;1;0;0;1;h81B0;hFF;1;1;1;1
-0,00015858;1;0;0;1;h81B0;hFF;1;1;1;1
-0,00015857;1;0;0;1;h81B0;hFF;1;1;1;1
-0,00015856;1;0;0;1;h81B0;hFF;1;1;1;1
-0,00015855;0;0;0;1;h81B0;hFF;1;1;1;1
-0,00015854;0;0;0;1;h81B0;hFF;1;1;1;1
-0,00015853;0;0;0;1;h81B0;hFF;1;1;1;1
-0,00015852;0;0;1;1;h81B0;hFF;1;1;1;1
-0,00015851;1;0;1;1;h81B0;hFF;1;1;1;1
-0,0001585;1;0;1;1;h81B0;hFF;1;1;1;1
-0,00015849;1;0;1;1;h81B0;hFF;1;1;1;1
-0,00015848;1;0;1;1;h81B0;hFF;1;1;1;1
-0,00015847;0;0;1;1;h81B0;hFF;1;1;1;1
-0,00015846;0;0;1;1;h81B0;hFF;1;1;1;1
-0,00015845;0;0;1;1;h81B0;hFF;1;1;1;1
-0,00015844;0;0;1;1;h81B0;hFF;1;1;1;1
-0,00015843;1;1;1;1;h81B0;hFF;1;1;1;1
-0,00015842;1;1;1;1;h81B0;hFF;1;1;1;1
-0,00015841;1;1;1;1;h81B0;hFF;1;1;1;1
-0,0001584;1;1;1;1;h81B0;hFF;1;1;1;1
-0,00015839;0;1;1;1;h81B0;hFF;1;1;1;1
-0,00015838;0;1;1;1;h81B0;hFF;1;1;1;1
-0,00015837;0;1;1;1;h81B0;hFF;1;1;1;1
-0,00015836;0;1;1;1;h81A9;hFF;1;1;1;1
-0,00015835;1;1;0;1;h81A9;hFF;1;1;1;1
-0,00015834;1;1;0;1;h81A9;hFF;1;1;1;1
-0,00015833;1;1;0;1;h81A9;hFF;1;1;1;1
-0,00015832;1;1;0;1;h81A9;hFF;1;1;1;1
-0,00015831;0;1;0;1;h81A9;hFF;1;0;1;1
-0,0001583;0;1;0;1;h81A9;hFF;1;0;1;1
-0,00015829;0;1;0;1;h81A9;hFF;1;0;1;1
-0,00015828;0;1;0;1;h81A9;h43;1;0;1;1
-0,00015827;1;0;0;1;h81A9;h43;1;0;1;1
-0,00015826;1;0;0;1;h81A9;h43;1;0;1;1
-0,00015825;1;0;0;1;h81A9;h43;1;0;1;1
-0,00015824;1;0;0;1;h81A9;h43;1;0;1;1
-0,00015823;0;0;0;1;h81A9;h43;1;0;1;1
-0,00015822;0;0;0;1;h81A9;h43;1;0;1;1
-0,00015821;0;0;0;1;h81A9;h43;1;0;1;1
-0,0001582;0;0;0;1;h81A9;h43;1;0;1;1
-0,00015819;0;0;1;1;h81A9;h43;1;0;1;1
-0,00015818;1;0;1;1;h81A9;h43;1;0;0;1
-0,00015817;1;0;1;1;h81A9;h43;1;0;0;1
-0,00015816;1;0;1;1;h81A9;h43;1;0;0;1
-0,00015815;0;0;1;1;h81A9;h43;1;0;0;1
-0,00015814;0;0;1;1;h81A9;h43;1;0;0;1
-0,00015813;0;0;1;1;h81A9;h43;1;0;0;1
-0,00015812;0;0;1;1;h81A9;h43;1;0;0;1
-0,00015811;0;1;1;1;h81A9;h43;1;0;0;1
-0,0001581;1;1;1;1;h81A9;h43;1;0;0;1
-0,00015809;1;1;1;1;h81A9;h43;1;0;0;1
-0,00015808;1;1;1;1;h81A9;h43;1;0;0;1
-0,00015807;1;1;1;1;h81A9;h43;1;0;0;1
-0,00015806;0;1;1;1;h81A9;h43;1;0;0;1
-0,00015805;0;1;1;1;h81A9;h43;1;0;0;1
-0,00015804;0;1;1;1;h81A9;h43;1;0;0;1
-0,00015803;0;1;0;1;h81A9;h43;1;0;0;1
-0,00015802;1;1;0;1;h81A9;h43;1;0;0;1
-0,00015801;1;1;0;1;h81A9;h43;1;0;0;1
-0,000158;1;1;0;1;h81A9;h43;1;0;0;1
-0,00015799;1;1;0;1;h81A9;h43;1;0;0;1
-0,00015798;0;1;0;1;h81A9;h43;1;1;0;1
-0,00015797;0;1;0;1;h81A9;h43;1;1;1;1
-0,00015796;0;1;0;1;h81A9;h43;1;1;1;1
-0,00015795;0;1;0;1;h81AA;hFF;1;1;1;1
-0,00015794;1;0;0;1;h81AA;hFF;1;1;1;1
-0,00015793;1;0;0;1;h81AA;hFF;1;1;1;1
-0,00015792;1;0;0;1;h81AA;hFF;1;1;1;1
-0,00015791;1;0;0;1;h81AA;hFF;1;1;1;1
-0,0001579;0;0;0;1;h81AA;hFF;1;0;1;1
-0,00015789;0;0;0;1;h81AA;hFF;1;0;1;1
-0,00015788;0;0;0;1;h81AA;hFF;1;0;1;1
-0,00015787;0;0;0;1;h81AA;h07;1;0;1;1
-0,00015786;1;0;1;1;h81AA;h07;1;0;1;1
-0,00015785;1;0;1;1;h81AA;h07;1;0;1;1
-0,00015784;1;0;1;1;h81AA;h07;1;0;1;1
-0,00015783;1;0;1;1;h81AA;h07;1;0;1;1
-0,00015782;0;0;1;1;h81AA;h07;1;0;1;1
-0,00015781;0;0;1;1;h81AA;h07;1;0;1;1
-0,0001578;0;0;1;1;h81AA;h07;1;0;1;1
-0,00015779;0;0;1;1;h81AA;h07;1;0;1;1
-0,00015778;0;1;1;1;h81AA;h07;1;0;1;1
-0,00015777;1;1;1;1;h81AA;h07;1;0;0;1
-0,00015776;1;1;1;1;h81AA;h07;1;0;0;1
-0,00015775;1;1;1;1;h81AA;h07;1;0;0;1
-0,00015774;0;1;1;1;h81AA;h07;1;0;0;1
-0,00015773;0;1;1;1;h81AA;h07;1;0;0;1
-0,00015772;0;1;1;1;h81AA;h07;1;0;0;1
-0,00015771;0;1;1;1;h81AA;h07;1;0;0;1
-0,0001577;0;1;0;1;h81AA;h07;1;0;0;1
-0,00015769;1;1;0;1;h81AA;h07;1;0;0;1
-0,00015768;1;1;0;1;h81AA;h07;1;0;0;1
-0,00015767;1;1;0;1;h81AA;h07;1;0;0;1
-0,00015766;1;1;0;1;h81AA;h07;1;0;0;1
-0,00015765;0;1;0;1;h81AA;h07;1;0;0;1
-0,00015764;0;1;0;1;h81AA;h07;1;0;0;1
-0,00015763;0;1;0;1;h81AA;h07;1;0;0;1
-0,00015762;0;0;0;1;h81AA;h07;1;0;0;1
-0,00015761;1;0;0;1;h81AA;h07;1;0;0;1
-0,0001576;1;0;0;1;h81AA;h07;1;0;0;1
-0,00015759;1;0;0;1;h81AA;h07;1;0;0;1
-0,00015758;1;0;0;1;h81AA;h07;1;1;0;1
-0,00015757;0;0;0;1;h81AA;h07;1;1;0;1
-0,00015756;0;0;0;1;h81AA;h07;1;1;1;1
-0,00015755;0;0;0;1;h81AA;h0F;1;1;1;1
-0,00015754;0;0;0;1;h81AB;hFF;1;1;1;1
-0,00015753;1;0;1;1;h81AB;hFF;1;1;1;1
-0,00015752;1;0;1;1;h81AB;hFF;1;1;1;1
-0,00015751;1;0;1;1;h81AB;hFF;1;1;1;1
-0,0001575;1;0;1;1;h81AB;hFF;1;1;1;1
-0,00015749;0;0;1;1;h81AB;hFF;1;0;1;1
-0,00015748;0;0;1;1;h81AB;hFF;1;0;1;1
-0,00015747;0;0;1;1;h81AB;hFF;1;0;1;1
-0,00015746;0;0;1;1;h81AB;h1E;1;0;1;1
-0,00015745;1;1;1;1;h81AB;h1E;1;0;1;1
-0,00015744;1;1;1;1;h81AB;h1E;1;0;1;1
-0,00015743;1;1;1;1;h81AB;h1E;1;0;1;1
-0,00015742;1;1;1;1;h81AB;h1E;1;0;1;1
-0,00015741;0;1;1;1;h81AB;h1E;1;0;1;1
-0,0001574;0;1;1;1;h81AB;h1E;1;0;1;1
-0,00015739;0;1;1;1;h81AB;h1E;1;0;1;1
-0,00015738;0;1;1;1;h81AB;h1E;1;0;1;1
-0,00015737;1;1;0;1;h81AB;h1E;1;0;1;1
-0,00015736;1;1;0;1;h81AB;h1E;1;0;0;1
-0,00015735;1;1;0;1;h81AB;h1E;1;0;0;1
-0,00015734;1;1;0;1;h81AB;h1E;1;0;0;1
-0,00015733;0;1;0;1;h81AB;h1E;1;0;0;1
-0,00015732;0;1;0;1;h81AB;h1E;1;0;0;1
-0,00015731;0;1;0;1;h81AB;h1E;1;0;0;1
-0,0001573;0;1;0;1;h81AB;h1E;1;0;0;1
-0,00015729;0;0;0;1;h81AB;h1E;1;0;0;1
-0,00015728;1;0;0;1;h81AB;h1E;1;0;0;1
-0,00015727;1;0;0;1;h81AB;h1E;1;0;0;1
-0,00015726;1;0;0;1;h81AB;h1E;1;0;0;1
-0,00015725;0;0;0;1;h81AB;h1E;1;0;0;1
-0,00015724;0;0;0;1;h81AB;h1E;1;0;0;1
-0,00015723;0;0;0;1;h81AB;h1E;1;0;0;1
-0,00015722;0;0;0;1;h81AB;h1E;1;0;0;1
-0,00015721;0;0;1;1;h81AB;h1E;1;0;0;1
-0,0001572;1;0;1;1;h81AB;h1E;1;0;0;1
-0,00015719;1;0;1;1;h81AB;h1E;1;0;0;1
-0,00015718;1;0;1;1;h81AB;h1E;1;0;0;1
-0,00015717;1;0;1;1;h81AB;h1E;1;1;0;1
-0,00015716;0;0;1;1;h81AB;h1E;1;1;0;1
-0,00015715;0;0;1;1;h81AB;h1E;1;1;1;1
-0,00015714;0;0;1;1;h81A9;hFF;1;1;1;1
-0,00015713;0;0;1;1;h81AC;hFF;1;1;1;1
-0,00015712;1;1;1;1;h81AC;hFF;1;1;1;1
-0,00015711;1;1;1;1;h81AC;hFF;1;1;1;1
-0,0001571;1;1;1;1;h81AC;hFF;1;1;1;1
-0,00015709;1;1;1;1;h81AC;hFF;1;1;1;1
-0,00015708;0;1;1;1;h81AC;hFF;1;0;1;1
-0,00015707;0;1;1;1;h81AC;hFF;1;0;1;1
-0,00015706;0;1;1;1;h81AC;hFF;1;0;1;1
-0,00015705;0;1;1;1;h81AC;hC2;1;0;1;1
-0,00015704;1;1;0;1;h81AC;hC2;1;0;1;1
-0,00015703;1;1;0;1;h81AC;hC2;1;0;1;1
-0,00015702;1;1;0;1;h81AC;hC2;1;0;1;1
-0,00015701;1;1;0;1;h81AC;hC2;1;0;1;1
-0,000157;0;1;0;1;h81AC;hC2;1;0;1;1
-0,00015699;0;1;0;1;h81AC;hC2;1;0;1;1
-0,00015698;0;1;0;1;h81AC;hC2;1;0;1;1
-0,00015697;0;1;0;1;h81AC;hC2;1;0;1;1
-0,00015696;1;0;0;1;h81AC;hC2;1;0;1;1
-0,00015695;1;0;0;1;h81AC;hC2;1;0;0;1
-0,00015694;1;0;0;1;h81AC;hC2;1;0;0;1
-0,00015693;1;0;0;1;h81AC;hC2;1;0;0;1
-0,00015692;0;0;0;1;h81AC;hC2;1;0;0;1
-0,00015691;0;0;0;1;h81AC;hC2;1;0;0;1
-0,0001569;0;0;0;1;h81AC;hC2;1;0;0;1
-0,00015689;0;0;0;1;h81AC;hC2;1;0;0;1
-0,00015688;0;0;1;1;h81AC;hC2;1;0;0;1
-0,00015687;1;0;1;1;h81AC;hC2;1;0;0;1
-0,00015686;1;0;1;1;h81AC;hC2;1;0;0;1
-0,00015685;1;0;1;1;h81AC;hC2;1;0;0;1
-0,00015684;0;0;1;1;h81AC;hC2;1;0;0;1
-0,00015683;0;0;1;1;h81AC;hC2;1;0;0;1
-0,00015682;0;0;1;1;h81AC;hC2;1;0;0;1
-0,00015681;0;0;1;1;h81AC;hC2;1;0;0;1
-0,0001568;0;1;1;1;h81AC;hC2;1;0;0;1
-0,00015679;1;1;1;1;h81AC;hC2;1;0;0;1
-0,00015678;1;1;1;1;h81AC;hC2;1;0;0;1
-0,00015677;1;1;1;1;h81AC;hC2;1;0;0;1
-0,00015676;1;1;1;1;h81AC;hC2;1;1;0;1
-0,00015675;0;1;1;1;h81AC;hC2;1;1;0;1
-0,00015674;0;1;1;1;h81AC;hC2;1;1;1;1
-0,00015673;0;1;1;1;h8880;hFF;1;1;1;1
-0,00015672;0;1;0;1;h1EC2;hFF;1;1;1;1
-0,00015671;1;1;0;1;h1EC2;hFF;1;1;1;1
-0,0001567;1;1;0;1;h1EC2;hFF;1;1;1;1
-0,00015669;1;1;0;1;h1EC2;hFF;1;1;1;1
-0,00015668;1;1;0;1;h1EC2;hFF;1;1;1;1
-0,00015667;0;1;0;1;h1EC2;hFF;1;1;1;1
-0,00015666;0;1;0;1;h1EC2;hFF;1;1;1;1
-0,00015665;0;1;0;1;h1EC2;hFF;1;1;1;1
-0,00015664;0;1;0;1;h1EC2;hFF;1;1;1;1
-0,00015663;1;0;0;1;h1EC2;hFF;1;1;1;1
-0,00015662;1;0;0;1;h1EC2;hFF;1;1;1;1
-0,00015661;1;0;0;1;h1EC2;hFF;1;1;1;1
-0,0001566;1;0;0;1;h1EC2;hFF;1;1;1;1
-0,00015659;0;0;0;1;h1EC2;hFF;1;0;1;1
-0,00015658;0;0;0;1;h1EC2;hFF;1;0;1;1
-0,00015657;0;0;0;1;h1EC2;hFF;1;0;1;1
-0,00015656;0;0;0;1;h1EC2;hFF;1;0;1;1
-0,00015655;1;0;1;1;h1EC2;hFF;1;0;1;1
-0,00015654;1;0;1;1;h1EC2;hFF;1;0;1;1
-0,00015653;1;0;1;1;h1EC2;h9E;1;0;1;1
-0,00015652;1;0;1;1;h1EC2;h1E;1;0;1;1
-0,00015651;0;0;1;1;h1EC2;h1E;1;0;1;1
-0,0001565;0;0;1;1;h1EC2;h1E;1;0;1;1
-0,00015649;0;0;1;1;h1EC2;h1E;1;0;1;1
-0,00015648;0;0;1;1;h1EC2;h1E;1;0;1;1
-0,00015647;0;1;1;1;h1EC2;h1E;1;0;1;1
-0,00015646;1;1;1;1;h1EC2;h1E;1;0;0;1
-0,00015645;1;1;1;1;h1EC2;h1E;1;0;0;1
-0,00015644;1;1;1;1;h1EC2;h1E;1;0;0;1
-0,00015643;0;1;1;1;h1EC2;h1E;1;0;0;1
-0,00015642;0;1;1;1;h1EC2;h1E;1;0;0;1
-0,00015641;0;1;1;1;h1EC2;h1E;1;0;0;1
-0,0001564;0;1;1;1;h1EC2;h1E;1;0;0;1
-0,00015639;0;1;0;1;h1EC2;h1E;1;0;0;1
-0,00015638;1;1;0;1;h1EC2;h1E;1;0;0;1
-0,00015637;1;1;0;1;h1EC2;h1E;1;0;0;1
-0,00015636;1;1;0;1;h1EC2;h1E;1;0;0;1
-0,00015635;1;1;0;1;h1EC2;h1E;1;0;0;1
-0,00015634;0;1;0;1;h1EC2;h1E;1;0;0;1
-0,00015633;0;1;0;1;h1EC2;h1E;1;0;0;1
-0,00015632;0;1;0;1;h1EC2;h1E;1;0;0;1
-0,00015631;0;0;0;1;h1EC2;h1E;1;0;0;1
-0,0001563;1;0;0;1;h1EC2;h1E;1;0;0;1
-0,00015629;1;0;0;1;h1EC2;h1E;1;0;0;1
-0,00015628;1;0;0;1;h1EC2;h1E;1;0;0;1
-0,00015627;1;0;0;1;h1EC2;h1E;1;1;0;1
-0,00015626;0;0;0;1;h1EC2;h1E;1;1;0;1
-0,00015625;0;0;0;1;h1EC2;h1E;1;1;1;1
-0,00015624;0;0;0;1;h1EC2;h1E;1;1;1;1
-0,00015623;0;0;0;1;h1EC3;h1E;1;1;1;1
-0,00015622;1;0;1;1;h1EC3;h1E;1;1;1;1
-0,00015621;1;0;1;1;h1EC3;h1E;1;1;1;1
-0,0001562;1;0;1;1;h1EC3;h1E;1;1;1;1
-0,00015619;1;0;1;1;h1EC3;h1E;1;1;1;1
-0,00015618;0;0;1;1;h1EC3;h1E;1;0;1;1
-0,00015617;0;0;1;1;h1EC3;h1E;1;0;1;1
-0,00015616;0;0;1;1;h1EC3;h1E;1;0;1;1
-0,00015615;0;0;1;1;h1EC3;h1E;1;0;1;1
-0,00015614;1;1;1;1;h1EC3;hDE;1;0;1;1
-0,00015613;1;1;1;1;h1EC3;hDE;1;0;1;1
-0,00015612;1;1;1;1;h1EC3;hFA;1;0;1;1
-0,00015611;1;1;1;1;h1EC3;hE2;1;0;1;1
-0,0001561;0;1;1;1;h1EC3;hE2;1;0;1;1
-0,00015609;0;1;1;1;h1EC3;hE2;1;0;1;1
-0,00015608;0;1;1;1;h1EC3;hE2;1;0;1;1
-0,00015607;0;1;1;1;h1EC3;hE2;1;0;1;1
-0,00015606;1;1;0;1;h1EC3;hE2;1;0;1;1
-0,00015605;1;1;0;1;h1EC3;hE2;1;0;0;1
-0,00015604;1;1;0;1;h1EC3;hE2;1;0;0;1
-0,00015603;1;1;0;1;h1EC3;hE2;1;0;0;1
-0,00015602;0;1;0;1;h1EC3;hE2;1;0;0;1
-0,00015601;0;1;0;1;h1EC3;hE2;1;0;0;1
-0,000156;0;1;0;1;h1EC3;hE2;1;0;0;1
-0,00015599;0;1;0;1;h1EC3;hE2;1;0;0;1
-0,00015598;0;0;0;1;h1EC3;hE2;1;0;0;1
-0,00015597;1;0;0;1;h1EC3;hE2;1;0;0;1
-0,00015596;1;0;0;1;h1EC3;hE2;1;0;0;1
-0,00015595;1;0;0;1;h1EC3;hE2;1;0;0;1
-0,00015594;0;0;0;1;h1EC3;hE2;1;0;0;1
-0,00015593;0;0;0;1;h1EC3;hE2;1;0;0;1
-0,00015592;0;0;0;1;h1EC3;hE2;1;0;0;1
-0,00015591;0;0;0;1;h1EC3;hE2;1;0;0;1
-0,0001559;0;0;1;1;h1EC3;hE2;1;0;0;1
-0,00015589;1;0;1;1;h1EC3;hE2;1;0;0;1
-0,00015588;1;0;1;1;h1EC3;hE2;1;0;0;1
-0,00015587;1;0;1;1;h1EC3;hE2;1;0;0;1
-0,00015586;1;0;1;1;h1EC3;hE2;1;1;0;1
-0,00015585;0;0;1;1;h1EC3;hE2;1;1;0;1
-0,00015584;0;0;1;1;h1EC3;hE2;1;1;1;1
-0,00015583;0;0;1;1;h04C3;hE2;1;1;1;1
-0,00015582;0;1;1;1;h81AD;hE2;1;1;1;1
-0,00015581;1;1;1;1;h81AD;hE2;1;1;1;1
-0,0001558;1;1;1;1;h81AD;hE2;1;1;1;1
-0,00015579;1;1;1;1;h81AD;hE2;1;1;1;1
-0,00015578;1;1;1;1;h81AD;hE2;1;1;1;1
-0,00015577;0;1;1;1;h81AD;hE2;1;0;1;1
-0,00015576;0;1;1;1;h81AD;hE2;1;0;1;1
-0,00015575;0;1;1;1;h81AD;hE2;1;0;1;1
-0,00015574;0;1;1;1;h81AD;h41;1;0;1;1
-0,00015573;1;1;0;1;h81AD;h41;1;0;1;1
-0,00015572;1;1;0;1;h81AD;h41;1;0;1;1
-0,00015571;1;1;0;1;h81AD;h41;1;0;1;1
-0,0001557;1;1;0;1;h81AD;h41;1;0;1;1
-0,00015569;0;1;0;1;h81AD;h41;1;0;1;1
-0,00015568;0;1;0;1;h81AD;h41;1;0;1;1
-0,00015567;0;1;0;1;h81AD;h41;1;0;1;1
-0,00015566;0;1;0;1;h81AD;h41;1;0;1;1
-0,00015565;1;0;0;1;h81AD;h41;1;0;1;1
-0,00015564;1;0;0;1;h81AD;h41;1;0;0;1
-0,00015563;1;0;0;1;h81AD;h41;1;0;0;1
-0,00015562;1;0;0;1;h81AD;h41;1;0;0;1
-0,00015561;0;0;0;1;h81AD;h41;1;0;0;1
-0,0001556;0;0;0;1;h81AD;h41;1;0;0;1
-0,00015559;0;0;0;1;h81AD;h41;1;0;0;1
-0,00015558;0;0;0;1;h81AD;h41;1;0;0;1
-0,00015557;0;0;1;1;h81AD;h41;1;0;0;1
