Time;NCLK12;CKE;CKQ;RESETb;ADDR;DATA;R/Wb;AS;DTAC;VRAMCS
-8,229999999999999e-05;1;0;0;1;h820B;h34;1;0;0;1
-8,229e-05;1;0;0;1;h820B;h34;1;0;0;1
-8,228000000000001e-05;1;0;0;1;h820B;h34;1;0;0;1
-8,227e-05;1;0;0;1;h820B;h34;1;0;0;1
-8,226e-05;0;0;0;1;h820B;h34;1;0;0;1
-8,224999999999999e-05;0;0;0;1;h820B;h34;1;0;0;1
-8,224e-05;0;0;0;1;h820B;h34;1;0;0;1
-8,223e-05;0;0;0;1;h820B;h34;1;0;0;1
-8,222e-05;1;0;1;1;h820B;h34;1;0;0;1
-8,221e-05;1;0;1;1;h820B;h34;1;0;0;1
-8,220000000000001e-05;1;0;1;1;h820B;h34;1;0;0;1
-8,219e-05;1;0;1;1;h820B;h34;1;0;0;1
-8,218e-05;0;0;1;1;h820B;h34;1;1;0;1
-8,216999999999999e-05;0;0;1;1;h820B;h34;1;1;1;1
-8,216e-05;0;0;1;1;h820B;h34;1;1;1;1
-8,215e-05;0;0;1;1;h820B;hFF;1;1;1;1
-8,214e-05;1;1;1;1;h820B;hFF;1;1;1;1
-8,213e-05;1;1;1;1;h820B;hFF;1;1;1;1
-8,212000000000001e-05;1;1;1;1;h820B;hFF;1;1;1;1
-8,211e-05;1;1;1;1;h820B;hFF;1;1;1;1
-8,21e-05;0;1;1;1;h820B;hFF;1;1;1;1
-8,209e-05;0;1;1;1;h820B;hFF;1;1;1;1
-8,208e-05;0;1;1;1;h820B;hFF;1;1;1;1
-8,207000000000001e-05;0;1;1;1;h820B;hFF;1;1;1;1
-8,206e-05;0;1;0;1;h820B;hFF;1;1;1;1
-8,205e-05;1;1;0;1;h820B;hFF;1;1;1;1
-8,203999999999999e-05;1;1;0;1;h820B;hFF;1;1;1;1
-8,203e-05;1;1;0;1;h820B;hFF;1;1;1;1
-8,202e-05;0;1;0;1;h820B;hFF;1;1;1;1
-8,201e-05;0;1;0;1;h820B;hFF;1;1;1;1
-8,2e-05;0;1;0;1;h820B;hFF;1;1;1;1
-8,199000000000001e-05;0;1;0;1;h0800;hFF;1;1;1;1
-8,198e-05;0;0;0;1;h0834;hFF;1;1;1;1
-8,197e-05;1;0;0;1;h0834;hFF;1;1;1;1
-8,195999999999999e-05;1;0;0;1;h0834;hFF;1;1;1;1
-8,195e-05;1;0;0;1;h0834;hFF;1;1;1;1
-8,194e-05;1;0;0;1;h0834;hFF;1;1;1;1
-8,193e-05;0;0;0;1;h0834;hFF;1;1;1;1
-8,192e-05;0;0;0;1;h0834;hFF;1;1;1;1
-8,190999999999999e-05;0;0;0;1;h0834;hFF;1;1;1;1
-8,19e-05;0;0;1;1;h0834;hFF;1;1;1;1
-8,189e-05;1;0;1;1;h0834;hFF;1;1;1;1
-8,188e-05;1;0;1;1;h0834;hFF;1;1;1;1
-8,187e-05;1;0;1;1;h0834;hFF;1;1;1;1
-8,186000000000001e-05;1;0;1;1;h0834;hFF;1;1;1;1
-8,185e-05;0;0;1;1;h0834;hFF;1;1;1;1
-8,184e-05;0;0;1;1;h0834;hFF;0;1;1;1
-8,182999999999999e-05;0;0;1;1;h0834;hFF;0;1;1;1
-8,182e-05;0;0;1;1;h0834;hFF;0;1;1;1
-8,181e-05;1;1;1;1;h0834;hFF;0;1;1;1
-8,18e-05;1;1;1;1;h0834;hFF;0;1;1;1
-8,179e-05;1;1;1;1;h0834;hFF;0;1;1;1
-8,178000000000001e-05;1;1;1;1;h0834;hFF;0;1;1;1
-8,177e-05;0;1;1;1;h0D34;h00;0;0;1;1
-8,176e-05;0;1;1;1;h0834;h00;0;0;1;1
-8,174999999999999e-05;0;1;1;1;h0834;h00;0;0;1;1
-8,174e-05;0;1;1;1;h0834;h00;0;0;1;1
-8,173000000000001e-05;1;1;0;1;h0834;h00;0;0;1;1
-8,172e-05;1;1;0;1;h0834;h00;0;0;1;1
-8,171e-05;1;1;0;1;h0834;h00;0;0;1;1
-8,169999999999999e-05;1;1;0;1;h0834;h00;0;0;1;1
-8,169e-05;0;1;0;1;h0834;h00;0;0;1;1
-8,168e-05;0;1;0;1;h0834;h00;0;0;1;1
-8,167e-05;0;1;0;1;h0834;h00;0;0;1;1
-8,166e-05;0;1;0;1;h0834;h00;0;0;1;1
-8,165000000000001e-05;1;0;0;1;h0834;h00;0;0;1;1
-8,164e-05;1;0;0;1;h0834;h00;0;0;0;1
-8,163e-05;1;0;0;1;h0834;h00;0;0;0;1
-8,161999999999999e-05;1;0;0;1;h0834;h00;0;0;0;1
-8,161e-05;0;0;0;1;h0834;h00;0;0;0;1
-8,16e-05;0;0;0;1;h0834;h00;0;0;0;1
-8,159e-05;0;0;0;1;h0834;h00;0;0;0;1
-8,158e-05;0;0;0;1;h0834;h00;0;0;0;1
-8,157000000000001e-05;0;0;1;1;h0834;h00;0;0;0;1
-8,156e-05;1;0;1;1;h0834;h00;0;0;0;1
-8,155e-05;1;0;1;1;h0834;h00;0;0;0;1
-8,154e-05;1;0;1;1;h0834;h00;0;0;0;1
-8,153e-05;1;0;1;1;h0834;h00;0;0;0;1
-8,152000000000001e-05;0;0;1;1;h0834;h00;0;0;0;1
-8,151e-05;0;0;1;1;h0834;h00;0;0;0;1
-8,15e-05;0;0;1;1;h0834;h00;0;0;0;1
-8,148999999999999e-05;0;1;1;1;h0834;h00;0;0;0;1
-8,148e-05;1;1;1;1;h0834;h00;0;0;0;1
-8,147e-05;1;1;1;1;h0834;h00;0;0;0;1
-8,146e-05;1;1;1;1;h0834;h00;0;0;0;1
-8,145e-05;1;1;1;1;h0834;h00;0;1;0;1
-8,144000000000001e-05;0;1;1;1;h0834;h00;0;1;0;1
-8,143e-05;0;1;1;1;h0834;h00;1;1;1;1
-8,142e-05;0;1;1;1;h0034;h00;1;1;1;1
-8,140999999999999e-05;0;1;1;1;h820C;h00;1;1;1;1
-8,14e-05;1;1;0;1;h820C;h00;1;1;1;1
-8,139000000000001e-05;1;1;0;1;h820C;h00;1;1;1;1
-8,138e-05;1;1;0;1;h820C;h00;1;1;1;1
-8,137e-05;1;1;0;1;h820C;h00;1;1;1;1
-8,135999999999999e-05;0;1;0;1;h820C;h00;1;0;1;1
-8,135e-05;0;1;0;1;h820C;h00;1;0;1;1
-8,134e-05;0;1;0;1;h820C;h00;1;0;1;1
-8,133e-05;0;1;0;1;h820C;h12;1;0;1;1
-8,132e-05;1;0;0;1;h820C;h12;1;0;1;1
-8,131000000000001e-05;1;0;0;1;h820C;h12;1;0;1;1
-8,13e-05;1;0;0;1;h820C;h12;1;0;1;1
-8,129e-05;1;0;0;1;h820C;h12;1;0;1;1
-8,127999999999999e-05;0;0;0;1;h820C;h12;1;0;1;1
-8,127e-05;0;0;0;1;h820C;h12;1;0;1;1
-8,126e-05;0;0;0;1;h820C;h12;1;0;1;1
-8,125e-05;0;0;0;1;h820C;h12;1;0;1;1
-8,124e-05;1;0;1;1;h820C;h12;1;0;1;1
-8,123000000000001e-05;1;0;1;1;h820C;h12;1;0;0;1
-8,122e-05;1;0;1;1;h820C;h12;1;0;0;1
-8,121e-05;1;0;1;1;h820C;h12;1;0;0;1
-8,12e-05;0;0;1;1;h820C;h12;1;0;0;1
-8,119e-05;0;0;1;1;h820C;h12;1;0;0;1
-8,118000000000001e-05;0;0;1;1;h820C;h12;1;0;0;1
-8,117e-05;0;0;1;1;h820C;h12;1;0;0;1
-8,116e-05;0;1;1;1;h820C;h12;1;0;0;1
-8,114999999999999e-05;1;1;1;1;h820C;h12;1;0;0;1
-8,114e-05;1;1;1;1;h820C;h12;1;0;0;1
-8,113e-05;1;1;1;1;h820C;h12;1;0;0;1
-8,112e-05;0;1;1;1;h820C;h12;1;0;0;1
-8,111e-05;0;1;1;1;h820C;h12;1;0;0;1
-8,110000000000001e-05;0;1;1;1;h820C;h12;1;0;0;1
-8,109e-05;0;1;1;1;h820C;h12;1;0;0;1
-8,108e-05;0;1;0;1;h820C;h12;1;0;0;1
-8,106999999999999e-05;1;1;0;1;h820C;h12;1;0;0;1
-8,106e-05;1;1;0;1;h820C;h12;1;0;0;1
-8,105e-05;1;1;0;1;h820C;h12;1;0;0;1
-8,104e-05;1;1;0;1;h820C;h12;1;1;0;1
-8,103e-05;0;1;0;1;h820C;h12;1;1;0;1
-8,101999999999999e-05;0;1;0;1;h820C;h12;1;1;1;1
-8,101e-05;0;1;0;1;h820C;h00;1;1;1;1
-8,1e-05;0;0;0;1;h820D;h01;1;1;1;1
-8,099e-05;1;0;0;1;h820D;h63;1;1;1;1
-8,098e-05;1;0;0;1;h820D;h63;1;1;1;1
-8,097000000000001e-05;1;0;0;1;h820D;h63;1;1;1;1
-8,096e-05;1;0;0;1;h820D;h63;1;1;1;1
-8,095e-05;0;0;0;1;h820D;h63;1;0;1;1
-8,093999999999999e-05;0;0;0;1;h820D;h63;1;0;1;1
-8,093e-05;0;0;0;1;h820D;h63;1;0;1;1
-8,092e-05;0;0;0;1;h820D;hC4;1;0;1;1
-8,091e-05;1;0;1;1;h820D;hC4;1;0;1;1
-8,09e-05;1;0;1;1;h820D;hC4;1;0;1;1
-8,089000000000001e-05;1;0;1;1;h820D;hC4;1;0;1;1
-8,088e-05;1;0;1;1;h820D;hC4;1;0;1;1
-8,087e-05;0;0;1;1;h820D;hC4;1;0;1;1
-8,085999999999999e-05;0;0;1;1;h820D;hC4;1;0;1;1
-8,085e-05;0;0;1;1;h820D;hC4;1;0;1;1
-8,084000000000001e-05;0;0;1;1;h820D;hC4;1;0;1;1
-8,083e-05;1;1;1;1;h820D;hC4;1;0;1;1
-8,082e-05;1;1;1;1;h820D;hC4;1;0;0;1
-8,080999999999999e-05;1;1;1;1;h820D;hC4;1;0;0;1
-8,08e-05;1;1;1;1;h820D;hC4;1;0;0;1
-8,079e-05;0;1;1;1;h820D;hC4;1;0;0;1
-8,078e-05;0;1;1;1;h820D;hC4;1;0;0;1
-8,077e-05;0;1;1;1;h820D;hC4;1;0;0;1
-8,076000000000001e-05;0;1;1;1;h820D;hC4;1;0;0;1
-8,075e-05;0;1;0;1;h820D;hC4;1;0;0;1
-8,074e-05;1;1;0;1;h820D;hC4;1;0;0;1
-8,072999999999999e-05;1;1;0;1;h820D;hC4;1;0;0;1
-8,072e-05;1;1;0;1;h820D;hC4;1;0;0;1
-8,071e-05;0;1;0;1;h820D;hC4;1;0;0;1
-8,07e-05;0;1;0;1;h820D;hC4;1;0;0;1
-8,069e-05;0;1;0;1;h820D;hC4;1;0;0;1
-8,067999999999999e-05;0;1;0;1;h820D;hC4;1;0;0;1
-8,067e-05;0;0;0;1;h820D;hC4;1;0;0;1
-8,066e-05;1;0;0;1;h820D;hC4;1;0;0;1
-8,065e-05;1;0;0;1;h820D;hC4;1;0;0;1
-8,064e-05;1;0;0;1;h820D;hC4;1;0;0;1
-8,063000000000001e-05;1;0;0;1;h820D;hC4;1;1;0;1
-8,062e-05;0;0;0;1;h820D;hC4;1;1;0;1
-8,061e-05;0;0;0;1;h820D;hC4;1;1;1;1
-8,059999999999999e-05;0;0;0;1;h820D;h63;1;1;1;1
-8,059e-05;0;0;1;1;h820E;hFF;1;1;1;1
-8,058e-05;1;0;1;1;h820E;hFF;1;1;1;1
-8,057e-05;1;0;1;1;h820E;hFF;1;1;1;1
-8,056e-05;1;0;1;1;h820E;hFF;1;1;1;1
-8,055000000000001e-05;1;0;1;1;h820E;hFF;1;1;1;1
-8,054e-05;0;0;1;1;h820E;hFF;1;0;1;1
-8,053e-05;0;0;1;1;h820E;hFF;1;0;1;1
-8,051999999999999e-05;0;0;1;1;h820E;hBF;1;0;1;1
-8,051e-05;0;0;1;1;h820E;h08;1;0;1;1
-8,050000000000001e-05;1;1;1;1;h820E;h08;1;0;1;1
-8,049e-05;1;1;1;1;h820E;h08;1;0;1;1
-8,048e-05;1;1;1;1;h820E;h08;1;0;1;1
-8,046999999999999e-05;1;1;1;1;h820E;h08;1;0;1;1
-8,046e-05;0;1;1;1;h820E;h08;1;0;1;1
-8,045e-05;0;1;1;1;h820E;h08;1;0;1;1
-8,044e-05;0;1;1;1;h820E;h08;1;0;1;1
-8,043e-05;0;1;1;1;h820E;h08;1;0;1;1
-8,042000000000001e-05;1;1;0;1;h820E;h08;1;0;1;1
-8,041e-05;1;1;0;1;h820E;h08;1;0;0;1
-8,04e-05;1;1;0;1;h820E;h08;1;0;0;1
-8,038999999999999e-05;1;1;0;1;h820E;h08;1;0;0;1
-8,038e-05;0;1;0;1;h820E;h08;1;0;0;1
-8,037e-05;0;1;0;1;h820E;h08;1;0;0;1
-8,036e-05;0;1;0;1;h820E;h08;1;0;0;1
-8,035e-05;0;1;0;1;h820E;h08;1;0;0;1
-8,034000000000001e-05;1;0;0;1;h820E;h08;1;0;0;1
-8,033e-05;1;0;0;1;h820E;h08;1;0;0;1
-8,032e-05;1;0;0;1;h820E;h08;1;0;0;1
-8,031e-05;1;0;0;1;h820E;h08;1;0;0;1
-8,03e-05;0;0;0;1;h820E;h08;1;0;0;1
-8,029000000000001e-05;0;0;0;1;h820E;h08;1;0;0;1
-8,028e-05;0;0;0;1;h820E;h08;1;0;0;1
-8,027e-05;0;0;0;1;h820E;h08;1;0;0;1
-8,025999999999999e-05;0;0;1;1;h820E;h08;1;0;0;1
-8,025e-05;1;0;1;1;h820E;h08;1;0;0;1
-8,024e-05;1;0;1;1;h820E;h08;1;0;0;1
-8,023e-05;1;0;1;1;h820E;h08;1;0;0;1
-8,022e-05;1;0;1;1;h820E;h08;1;1;0;1
-8,021000000000001e-05;0;0;1;1;h820E;h08;1;1;0;1
-8,02e-05;0;0;1;1;h820E;h08;1;1;1;1
-8,019e-05;0;0;1;1;h820E;hFF;1;1;1;1
-8,017999999999999e-05;0;1;1;1;h820E;hFF;1;1;1;1
-8,017e-05;1;1;1;1;h820E;hFF;1;1;1;1
-8,016000000000001e-05;1;1;1;1;h820E;hFF;1;1;1;1
-8,015e-05;1;1;1;1;h820E;hFF;1;1;1;1
-8,014e-05;1;1;1;1;h820E;hFF;1;1;1;1
-8,012999999999999e-05;0;1;1;1;h820E;hFF;1;1;1;1
-8,012e-05;0;1;1;1;h820E;hFF;1;1;1;1
-8,011e-05;0;1;1;1;h820E;hFF;1;1;1;1
-8,01e-05;0;1;0;1;h820E;hFF;1;1;1;1
-8,009e-05;1;1;0;1;h820E;hFF;1;1;1;1
-8,008000000000001e-05;1;1;0;1;h820E;hFF;1;1;1;1
-8,007e-05;1;1;0;1;h820E;hFF;1;1;1;1
-8,006e-05;1;1;0;1;h820E;hFF;1;1;1;1
-8,004999999999999e-05;0;1;0;1;h820E;hFF;1;1;1;1
-8,004e-05;0;1;0;1;h820E;hFF;1;1;1;1
-8,003e-05;0;1;0;1;h820E;hFF;1;1;1;1
-8,002e-05;0;1;0;1;h0808;hFF;1;1;1;1
-8,001e-05;1;0;0;1;h0808;hFF;1;1;1;1
-8,000000000000001e-05;1;0;0;1;h0808;hFF;1;1;1;1
-7,999e-05;1;0;0;1;h0808;hFF;1;1;1;1
-7,998e-05;1;0;0;1;h0808;hFF;1;1;1;1
-7,996999999999999e-05;0;0;0;1;h0808;hFF;1;1;1;1
-7,996e-05;0;0;0;1;h0808;hFF;1;1;1;1
-7,995000000000001e-05;0;0;0;1;h0808;hFF;1;1;1;1
-7,994e-05;0;0;0;1;h0808;hFF;1;1;1;1
-7,993e-05;1;0;1;1;h0808;hFF;1;1;1;1
-7,991999999999999e-05;1;0;1;1;h0808;hFF;1;1;1;1
-7,991e-05;1;0;1;1;h0808;hFF;1;1;1;1
-7,99e-05;1;0;1;1;h0808;hFF;1;1;1;1
-7,989e-05;0;0;1;1;h0808;hFF;1;0;1;1
-7,988e-05;0;0;1;1;h0808;hFF;1;0;1;1
-7,987000000000001e-05;0;0;1;1;h0808;hFF;1;0;1;1
-7,986e-05;0;0;1;1;h0808;hFF;1;0;1;1
-7,985e-05;0;1;1;1;h0808;hFF;1;0;1;1
-7,983999999999999e-05;1;1;1;1;h0808;hFB;1;0;1;1
-7,983e-05;1;1;1;1;h0808;hFB;1;0;1;1
-7,982e-05;1;1;1;1;h0C08;hC1;1;0;1;1
-7,981e-05;0;1;1;1;h0808;h01;1;0;1;1
-7,98e-05;0;1;1;1;h0808;h01;1;0;1;1
-7,978999999999999e-05;0;1;1;1;h0808;h01;1;0;1;1
-7,978e-05;0;1;1;1;h0808;h01;1;0;1;1
-7,977e-05;0;1;0;1;h0808;h01;1;0;1;1
-7,976e-05;1;1;0;1;h0808;h01;1;0;1;1
-7,975e-05;1;1;0;1;h0808;h01;1;0;0;1
-7,974000000000001e-05;1;1;0;1;h0808;h01;1;0;0;1
-7,973e-05;1;1;0;1;h0808;h01;1;0;0;1
-7,972e-05;0;1;0;1;h0808;h01;1;0;0;1
-7,970999999999999e-05;0;1;0;1;h0808;h01;1;0;0;1
-7,97e-05;0;1;0;1;h0808;h01;1;0;0;1
-7,969e-05;0;0;0;1;h0808;h01;1;0;0;1
-7,968e-05;1;0;0;1;h0808;h01;1;0;0;1
-7,967e-05;1;0;0;1;h0808;h01;1;0;0;1
-7,966000000000001e-05;1;0;0;1;h0808;h01;1;0;0;1
-7,965e-05;1;0;0;1;h0808;h01;1;0;0;1
-7,964e-05;0;0;0;1;h0808;h01;1;0;0;1
-7,962999999999999e-05;0;0;0;1;h0808;h01;1;0;0;1
-7,962e-05;0;0;0;1;h0808;h01;1;0;0;1
-7,961000000000001e-05;0;0;0;1;h0808;h01;1;0;0;1
-7,96e-05;1;0;1;1;h0808;h01;1;0;0;1
-7,959e-05;1;0;1;1;h0808;h01;1;0;0;1
-7,957999999999999e-05;1;0;1;1;h0808;h01;1;0;0;1
-7,957e-05;1;0;1;1;h0808;h01;1;0;0;1
-7,956e-05;0;0;1;1;h0808;h01;1;1;0;1
-7,955e-05;0;0;1;1;h0808;h01;1;1;1;1
-7,954e-05;0;0;1;1;h0808;h01;1;1;1;1
-7,953000000000001e-05;0;0;1;1;h820F;h01;1;1;1;1
-7,952e-05;1;1;1;1;h820F;h01;1;1;1;1
-7,951e-05;1;1;1;1;h820F;h01;1;1;1;1
-7,949999999999999e-05;1;1;1;1;h820F;h01;1;1;1;1
-7,949e-05;1;1;1;1;h820F;h01;1;1;1;1
-7,948e-05;0;1;1;1;h820F;h01;1;0;1;1
-7,947e-05;0;1;1;1;h820F;h01;1;0;1;1
-7,946e-05;0;1;1;1;h820F;h01;1;0;1;1
-7,945000000000001e-05;0;1;1;1;h820F;h41;1;0;1;1
-7,944e-05;0;1;0;1;h820F;h73;1;0;1;1
-7,943e-05;1;1;0;1;h820F;h73;1;0;1;1
-7,942e-05;1;1;0;1;h820F;h73;1;0;1;1
-7,941e-05;1;1;0;1;h820F;h73;1;0;1;1
-7,940000000000001e-05;0;1;0;1;h820F;h73;1;0;1;1
-7,939e-05;0;1;0;1;h820F;h73;1;0;1;1
-7,938e-05;0;1;0;1;h820F;h73;1;0;1;1
-7,936999999999999e-05;0;1;0;1;h820F;h73;1;0;1;1
-7,936e-05;0;0;0;1;h820F;h73;1;0;1;1
-7,935e-05;1;0;0;1;h820F;h73;1;0;1;1
-7,934e-05;1;0;0;1;h820F;h73;1;0;0;1
-7,933e-05;1;0;0;1;h820F;h73;1;0;0;1
-7,932000000000001e-05;1;0;0;1;h820F;h73;1;0;0;1
-7,931e-05;0;0;0;1;h820F;h73;1;0;0;1
-7,93e-05;0;0;0;1;h820F;h73;1;0;0;1
-7,928999999999999e-05;0;0;0;1;h820F;h73;1;0;0;1
-7,928e-05;0;0;1;1;h820F;h73;1;0;0;1
-7,927000000000001e-05;1;0;1;1;h820F;h73;1;0;0;1
-7,926e-05;1;0;1;1;h820F;h73;1;0;0;1
-7,925e-05;1;0;1;1;h820F;h73;1;0;0;1
-7,923999999999999e-05;1;0;1;1;h820F;h73;1;0;0;1
-7,923e-05;0;0;1;1;h820F;h73;1;0;0;1
-7,922e-05;0;0;1;1;h820F;h73;1;0;0;1
-7,921e-05;0;0;1;1;h820F;h73;1;0;0;1
-7,92e-05;0;0;1;1;h820F;h73;1;0;0;1
-7,919000000000001e-05;1;1;1;1;h820F;h73;1;0;0;1
-7,918e-05;1;1;1;1;h820F;h73;1;0;0;1
-7,917e-05;1;1;1;1;h820F;h73;1;0;0;1
-7,915999999999999e-05;1;1;1;1;h820F;h73;1;0;0;1
-7,915e-05;0;1;1;1;h820F;h73;1;1;0;1
-7,914e-05;0;1;1;1;h820F;h73;1;1;1;1
-7,913e-05;0;1;1;1;h820F;h71;1;1;1;1
-7,912e-05;0;1;1;1;h8210;h01;1;1;1;1
-7,911000000000001e-05;1;1;0;1;h8210;h01;1;1;1;1
-7,91e-05;1;1;0;1;h8210;h01;1;1;1;1
-7,909e-05;1;1;0;1;h8210;h01;1;1;1;1
-7,908e-05;1;1;0;1;h8210;h01;1;1;1;1
-7,907e-05;0;1;0;1;h8210;h01;1;0;1;1
-7,906000000000001e-05;0;1;0;1;h8210;h01;1;0;1;1
-7,905e-05;0;1;0;1;h8210;h01;1;0;1;1
-7,904e-05;0;1;0;1;h8210;h0B;1;0;1;1
-7,902999999999999e-05;1;0;0;1;h8210;h3B;1;0;1;1
-7,902e-05;1;0;0;1;h8210;h3B;1;0;1;1
-7,901e-05;1;0;0;1;h8210;h3B;1;0;1;1
-7,9e-05;1;0;0;1;h8210;h3B;1;0;1;1
-7,899e-05;0;0;0;1;h8210;h3B;1;1;1;1
-7,898000000000001e-05;0;0;0;1;h8210;h3B;1;1;1;1
-7,897e-05;0;0;0;1;h8210;h3B;1;1;1;1
-7,896e-05;0;0;0;1;h8210;h01;1;1;1;1
-7,894999999999999e-05;0;0;1;1;h8210;hE3;1;1;1;1
-7,894e-05;1;0;1;1;h8210;hE3;1;1;1;1
-7,893e-05;1;0;1;1;h8210;hE3;1;1;1;1
-7,892e-05;1;0;1;1;h8210;hE3;1;1;1;1
-7,891e-05;1;0;1;1;h8210;hE3;1;1;1;1
-7,889999999999999e-05;0;0;1;1;h8210;hE3;1;1;1;1
-7,889e-05;0;0;1;1;h8210;hE3;1;1;1;1
-7,888e-05;0;0;1;1;h8210;hE3;1;1;1;1
-7,887e-05;0;1;1;1;h8211;hE3;1;1;1;1
-7,886e-05;1;1;1;1;h8211;hE3;1;1;1;1
-7,885000000000001e-05;1;1;1;1;h8211;hE3;1;1;1;1
-7,884e-05;1;1;1;1;h8211;hE3;1;1;1;1
-7,883e-05;1;1;1;1;h8211;hE3;1;0;1;1
-7,881999999999999e-05;0;1;1;1;h8211;hE3;1;0;1;1
-7,881e-05;0;1;1;1;h8211;hE3;1;0;1;1
-7,88e-05;0;1;1;1;h8211;h22;1;0;1;1
-7,879e-05;0;1;0;1;h8211;h12;1;0;1;1
-7,878e-05;1;1;0;1;h8211;h12;1;0;1;1
-7,877000000000001e-05;1;1;0;1;h8211;h12;1;0;1;1
-7,876e-05;1;1;0;1;h8211;h12;1;0;1;1
-7,875e-05;1;1;0;1;h8211;h12;1;0;1;1
-7,873999999999999e-05;0;1;0;1;h8211;h12;1;0;1;1
-7,873e-05;0;1;0;1;h8211;h12;1;0;1;1
-7,872000000000001e-05;0;1;0;1;h8211;h12;1;0;1;1
-7,871e-05;0;1;0;1;h8211;h12;1;0;1;1
-7,87e-05;1;0;0;1;h8211;h12;1;0;1;1
-7,868999999999999e-05;1;0;0;1;h8211;h12;1;0;0;1
-7,868e-05;1;0;0;1;h8211;h12;1;0;0;1
-7,867e-05;1;0;0;1;h8211;h12;1;0;0;1
-7,866e-05;0;0;0;1;h8211;h12;1;0;0;1
-7,865e-05;0;0;0;1;h8211;h12;1;0;0;1
-7,864000000000001e-05;0;0;0;1;h8211;h12;1;0;0;1
-7,863e-05;0;0;0;1;h8211;h12;1;0;0;1
-7,862e-05;1;0;1;1;h8211;h12;1;0;0;1
-7,860999999999999e-05;1;0;1;1;h8211;h12;1;0;0;1
-7,86e-05;1;0;1;1;h8211;h12;1;0;0;1
-7,859e-05;1;0;1;1;h8211;h12;1;0;0;1
-7,858e-05;0;0;1;1;h8211;h12;1;0;0;1
-7,857e-05;0;0;1;1;h8211;h12;1;0;0;1
-7,855999999999999e-05;0;0;1;1;h8211;h12;1;0;0;1
-7,855e-05;0;0;1;1;h8211;h12;1;0;0;1
-7,854e-05;0;1;1;1;h8211;h12;1;0;0;1
-7,853e-05;1;1;1;1;h8211;h12;1;0;0;1
-7,852e-05;1;1;1;1;h8211;h12;1;0;0;1
-7,851000000000001e-05;1;1;1;1;h8211;h12;1;0;0;1
-7,85e-05;0;1;1;1;h8211;h12;1;1;0;1
-7,849e-05;0;1;1;1;h8211;h12;1;1;0;1
-7,847999999999999e-05;0;1;1;1;h8211;h12;1;1;1;1
-7,847e-05;0;1;1;1;h8210;hE3;1;1;1;1
-7,846e-05;0;1;0;1;h8212;hFF;1;1;1;1
-7,845e-05;1;1;0;1;h8212;hFF;1;1;1;1
-7,844e-05;1;1;0;1;h8212;hFF;1;1;1;1
-7,843000000000001e-05;1;1;0;1;h8212;hFF;1;1;1;1
-7,842e-05;1;1;0;1;h8212;hFF;1;1;1;1
-7,841e-05;0;1;0;1;h8212;hFF;1;0;1;1
-7,839999999999999e-05;0;1;0;1;h8212;hFF;1;0;1;1
-7,839e-05;0;1;0;1;h8212;hFF;1;0;1;1
-7,838000000000001e-05;0;0;0;1;h8212;hC4;1;0;1;1
-7,837e-05;1;0;0;1;h8212;hC4;1;0;1;1
-7,836e-05;1;0;0;1;h8212;hC4;1;0;1;1
-7,834999999999999e-05;1;0;0;1;h8212;hC4;1;0;1;1
-7,834e-05;1;0;0;1;h8212;hC4;1;0;1;1
-7,833e-05;0;0;0;1;h8212;hC4;1;0;1;1
-7,832e-05;0;0;0;1;h8212;hC4;1;0;1;1
-7,831e-05;0;0;0;1;h8212;hC4;1;0;1;1
-7,830000000000001e-05;0;0;0;1;h8212;hC4;1;0;1;1
-7,829e-05;1;0;1;1;h8212;hC4;1;0;1;1
-7,828e-05;1;0;1;1;h8212;hC4;1;0;0;1
-7,826999999999999e-05;1;0;1;1;h8212;hC4;1;0;0;1
-7,826e-05;1;0;1;1;h8212;hC4;1;0;0;1
-7,825e-05;0;0;1;1;h8212;hC4;1;0;0;1
-7,824e-05;0;0;1;1;h8212;hC4;1;0;0;1
-7,823e-05;0;0;1;1;h8212;hC4;1;0;0;1
-7,822000000000001e-05;0;0;1;1;h8212;hC4;1;0;0;1
-7,821e-05;1;1;1;1;h8212;hC4;1;0;0;1
-7,82e-05;1;1;1;1;h8212;hC4;1;0;0;1
-7,819e-05;1;1;1;1;h8212;hC4;1;0;0;1
-7,818e-05;1;1;1;1;h8212;hC4;1;0;0;1
-7,817000000000001e-05;0;1;1;1;h8212;hC4;1;0;0;1
-7,816e-05;0;1;1;1;h8212;hC4;1;0;0;1
-7,815e-05;0;1;1;1;h8212;hC4;1;0;0;1
-7,813999999999999e-05;0;1;1;1;h8212;hC4;1;0;0;1
-7,813e-05;0;1;0;1;h8212;hC4;1;0;0;1
-7,812e-05;1;1;0;1;h8212;hC4;1;0;0;1
-7,811e-05;1;1;0;1;h8212;hC4;1;0;0;1
-7,81e-05;1;1;0;1;h8212;hC4;1;0;0;1
-7,809000000000001e-05;0;1;0;1;h8212;hC4;1;1;0;1
-7,808e-05;0;1;0;1;h8212;hC4;1;1;0;1
-7,807e-05;0;1;0;1;h8212;hC4;1;1;1;1
-7,805999999999999e-05;0;1;0;1;h8212;hFF;1;1;1;1
-7,805e-05;0;0;0;1;h8213;hFF;1;1;1;1
-7,804e-05;1;0;0;1;h8213;hFF;1;1;1;1
-7,803e-05;1;0;0;1;h8213;hFF;1;1;1;1
-7,802e-05;1;0;0;1;h8213;hFF;1;1;1;1
