Time;CLK12;CKE;CKQ;RESETb;ADDR;DATA;AS;DTAC;RWb;COUNT
-0,00035078;1;1;0;1;h1ED7;hFF;0;0;1;1
-0,00035077;0;1;0;1;h1ED7;hFF;0;0;1;1
-0,00035076;0;1;0;1;h1ED7;hFF;0;0;1;1
-0,00035075;0;1;0;1;h1ED7;hFF;0;0;1;1
-0,00035074;0;1;0;1;h1ED7;hFF;0;0;1;1
-0,00035073;0;0;0;1;h1ED7;hFF;0;0;1;1
-0,00035072;1;0;0;1;h1ED7;hFF;0;0;1;1
-0,00035071;1;0;0;1;h1ED7;hFF;0;0;1;1
-0,0003507;1;0;0;1;h1ED7;hFF;0;0;1;1
-0,00035069;0;0;0;1;h1ED7;hFF;0;0;1;1
-0,00035068;0;0;0;1;h1ED7;hFF;0;0;1;1
-0,00035067;0;0;0;1;h1ED7;hFF;0;0;1;1
-0,00035066;0;0;0;1;h1ED7;hFF;0;0;1;1
-0,00035065;0;0;1;1;h1ED7;hFF;0;0;1;1
-0,00035064;1;0;1;1;h1ED7;hFF;0;0;1;1
-0,00035063;1;0;1;1;h1ED7;hFF;0;0;1;1
-0,00035062;1;0;1;1;h1ED7;hFF;0;0;1;1
-0,00035061;1;0;1;1;h1ED7;hFF;1;0;1;1
-0,0003506;0;0;1;1;h1ED7;hFF;1;0;1;1
-0,00035059;0;0;1;1;h1ED7;hFF;1;1;1;1
-0,00035058;0;0;1;1;h1ED7;hFF;1;1;1;1
-0,00035057;0;0;1;1;h81AF;hFF;1;1;1;1
-0,00035056;1;1;1;1;h81AF;hFF;1;1;1;1
-0,00035055;1;1;1;1;h81AF;hFF;1;1;1;1
-0,00035054;1;1;1;1;h81AF;hFF;1;1;1;1
-0,00035053;1;1;1;1;h81AF;hFF;1;1;1;1
-0,00035052;0;1;1;1;h81AF;hFF;0;1;1;1
-0,00035051;0;1;1;1;h81AF;hFF;0;1;1;1
-0,0003505;0;1;1;1;h81AF;hFF;0;1;1;1
-0,00035049;0;1;1;1;h81AF;h75;0;1;1;1
-0,00035048;0;1;0;1;h81AF;h75;0;1;1;1
-0,00035047;1;1;0;1;h81AF;h75;0;1;1;1
-0,00035046;1;1;0;1;h81AF;h75;0;1;1;1
-0,00035045;1;1;0;1;h81AF;h75;0;1;1;1
-0,00035044;0;1;0;1;h81AF;h75;0;1;1;1
-0,00035043;0;1;0;1;h81AF;h75;0;1;1;1
-0,00035042;0;1;0;1;h81AF;h75;0;1;1;1
-0,00035041;0;1;0;1;h81AF;h75;0;1;1;1
-0,0003504;0;0;0;1;h81AF;h75;0;1;1;1
-0,00035039;1;0;0;1;h81AF;h75;0;1;1;1
-0,00035038;1;0;0;1;h81AF;h75;0;0;1;1
-0,00035037;1;0;0;1;h81AF;h75;0;0;1;1
-0,00035036;1;0;0;1;h81AF;h75;0;0;1;1
-0,00035035;0;0;0;1;h81AF;h75;0;0;1;1
-0,00035034;0;0;0;1;h81AF;h75;0;0;1;1
-0,00035033;0;0;0;1;h81AF;h75;0;0;1;1
-0,00035032;0;0;0;1;h81AF;h75;0;0;1;1
-0,00035031;1;0;1;1;h81AF;h75;0;0;1;1
-0,0003503;1;0;1;1;h81AF;h75;0;0;1;1
-0,00035029;1;0;1;1;h81AF;h75;0;0;1;1
-0,00035028;1;0;1;1;h81AF;h75;0;0;1;1
-0,00035027;0;0;1;1;h81AF;h75;0;0;1;1
-0,00035026;0;0;1;1;h81AF;h75;0;0;1;1
-0,00035025;0;0;1;1;h81AF;h75;0;0;1;1
-0,00035024;0;0;1;1;h81AF;h75;0;0;1;1
-0,00035023;0;1;1;1;h81AF;h75;0;0;1;1
-0,00035022;1;1;1;1;h81AF;h75;0;0;1;1
-0,00035021;1;1;1;1;h81AF;h75;0;0;1;1
-0,0003502;1;1;1;1;h81AF;h75;0;0;1;1
-0,00035019;1;1;1;1;h81AF;h75;1;0;1;1
-0,00035018;0;1;1;1;h81AF;h75;1;0;1;1
-0,00035017;0;1;1;1;h81AF;h75;1;1;1;1
-0,00035016;0;1;1;1;h81AF;hFF;1;1;1;1
-0,00035015;0;1;0;1;h81B0;hFF;1;1;1;1
-0,00035014;1;1;0;1;h81B0;hFF;1;1;1;1
-0,00035013;1;1;0;1;h81B0;hFF;1;1;1;1
-0,00035012;1;1;0;1;h81B0;hFF;1;1;1;1
-0,00035011;1;1;0;1;h81B0;hFF;1;1;1;1
-0,0003501;0;1;0;1;h81B0;hFF;0;1;1;1
-0,00035009;0;1;0;1;h81B0;hFF;0;1;1;1
-0,00035008;0;1;0;1;h81B0;hFF;0;1;1;1
-0,00035007;0;1;0;1;h81B0;hF8;0;1;1;1
-0,00035006;1;0;0;1;h81B0;hF8;0;1;1;1
-0,00035005;1;0;0;1;h81B0;hF8;0;1;1;1
-0,00035004;1;0;0;1;h81B0;hF8;0;1;1;1
-0,00035003;1;0;0;1;h81B0;hF8;0;1;1;1
-0,00035002;0;0;0;1;h81B0;hF8;0;1;1;1
-0,00035001;0;0;0;1;h81B0;hF8;0;1;1;1
-0,00035;0;0;0;1;h81B0;hF8;0;1;1;1
-0,00034999;0;0;0;1;h81B0;hF8;0;1;1;1
-0,00034998;0;0;1;1;h81B0;hF8;0;1;1;1
-0,00034997;1;0;1;1;h81B0;hF8;0;0;1;1
-0,00034996;1;0;1;1;h81B0;hF8;0;0;1;1
-0,00034995;1;0;1;1;h81B0;hF8;0;0;1;1
-0,00034994;1;0;1;1;h81B0;hF8;0;0;1;1
-0,00034993;0;0;1;1;h81B0;hF8;0;0;1;1
-0,00034992;0;0;1;1;h81B0;hF8;0;0;1;1
-0,00034991;0;0;1;1;h81B0;hF8;0;0;1;1
-0,0003499;0;0;1;1;h81B0;hF8;0;0;1;1
-0,00034989;1;1;1;1;h81B0;hF8;0;0;1;1
-0,00034988;1;1;1;1;h81B0;hF8;0;0;1;1
-0,00034987;1;1;1;1;h81B0;hF8;0;0;1;1
-0,00034986;1;1;1;1;h81B0;hF8;0;0;1;1
-0,00034985;0;1;1;1;h81B0;hF8;0;0;1;1
-0,00034984;0;1;1;1;h81B0;hF8;0;0;1;1
-0,00034983;0;1;1;1;h81B0;hF8;0;0;1;1
-0,00034982;0;1;1;1;h81B0;hF8;0;0;1;1
-0,00034981;1;1;0;1;h81B0;hF8;0;0;1;1
-0,0003498;1;1;0;1;h81B0;hF8;0;0;1;1
-0,00034979;1;1;0;1;h81B0;hF8;0;0;1;1
-0,00034978;1;1;0;1;h81B0;hF8;0;0;1;1
-0,00034977;0;1;0;1;h81B0;hF8;1;0;1;1
-0,00034976;0;1;0;1;h81B0;hF8;1;0;1;1
-0,00034975;0;1;0;1;h81B0;hF8;1;1;1;1
-0,00034974;0;1;0;1;h81B0;hFF;1;1;1;1
-0,00034973;0;0;0;1;h81B0;hFF;1;1;1;1
-0,00034972;1;0;0;1;h81B0;hFF;1;1;1;1
-0,00034971;1;0;0;1;h81B0;hFF;1;1;1;1
-0,0003497;1;0;0;1;h81B0;hFF;1;1;1;1
-0,00034969;1;0;0;1;h81B0;hFF;1;1;1;1
-0,00034968;0;0;0;1;h81B0;hFF;1;1;1;1
-0,00034967;0;0;0;1;h81B0;hFF;1;1;1;1
-0,00034966;0;0;0;1;h81B0;hFF;1;1;1;1
-0,00034965;0;0;0;1;h81B0;hFF;1;1;1;1
-0,00034964;1;0;1;1;h81B0;hFF;1;1;1;1
-0,00034963;1;0;1;1;h81B0;hFF;1;1;1;1
-0,00034962;1;0;1;1;h81B0;hFF;1;1;1;1
-0,00034961;1;0;1;1;h81B0;hFF;1;1;1;1
-0,0003496;0;0;1;1;h81B0;hFF;1;1;1;1
-0,00034959;0;0;1;1;h81B0;hFF;1;1;1;1
-0,00034958;0;0;1;1;h81B0;hFF;1;1;1;1
-0,00034957;0;0;1;1;h81B0;hFF;1;1;1;1
-0,00034956;0;1;1;1;h81B0;hFF;1;1;1;1
-0,00034955;1;1;1;1;h81B0;hFF;1;1;1;1
-0,00034954;1;1;1;1;h81B0;hFF;1;1;1;1
-0,00034953;1;1;1;1;h81B0;hFF;1;1;1;1
-0,00034952;0;1;1;1;h81B0;hFF;1;1;1;1
-0,00034951;0;1;1;1;h81B0;hFF;1;1;1;1
-0,0003495;0;1;1;1;h81B0;hFF;1;1;1;1
-0,00034949;0;1;1;1;h81A0;hFF;1;1;1;1
-0,00034948;0;1;0;1;h81A9;hFF;1;1;1;1
-0,00034947;1;1;0;1;h81A9;hFF;1;1;1;1
-0,00034946;1;1;0;1;h81A9;hFF;1;1;1;1
-0,00034945;1;1;0;1;h81A9;hFF;1;1;1;1
-0,00034944;1;1;0;1;h81A9;hFF;1;1;1;1
-0,00034943;0;1;0;1;h81A9;hFF;0;1;1;1
-0,00034942;0;1;0;1;h81A9;hFF;0;1;1;1
-0,00034941;0;1;0;1;h81A9;hFF;0;1;1;1
-0,0003494;0;1;0;1;h81A9;h43;0;1;1;1
-0,00034939;1;0;0;1;h81A9;h43;0;1;1;1
-0,00034938;1;0;0;1;h81A9;h43;0;1;1;1
-0,00034937;1;0;0;1;h81A9;h43;0;1;1;1
-0,00034936;1;0;0;1;h81A9;h43;0;1;1;1
-0,00034935;0;0;0;1;h81A9;h43;0;1;1;1
-0,00034934;0;0;0;1;h81A9;h43;0;1;1;1
-0,00034933;0;0;0;1;h81A9;h43;0;1;1;1
-0,00034932;0;0;0;1;h81A9;h43;0;1;1;1
-0,00034931;0;0;1;1;h81A9;h43;0;1;1;1
-0,0003493;1;0;1;1;h81A9;h43;0;0;1;1
-0,00034929;1;0;1;1;h81A9;h43;0;0;1;1
-0,00034928;1;0;1;1;h81A9;h43;0;0;1;1
-0,00034927;0;0;1;1;h81A9;h43;0;0;1;1
-0,00034926;0;0;1;1;h81A9;h43;0;0;1;1
-0,00034925;0;0;1;1;h81A9;h43;0;0;1;1
-0,00034924;0;0;1;1;h81A9;h43;0;0;1;1
-0,00034923;0;1;1;1;h81A9;h43;0;0;1;1
-0,00034922;1;1;1;1;h81A9;h43;0;0;1;1
-0,00034921;1;1;1;1;h81A9;h43;0;0;1;1
-0,0003492;1;1;1;1;h81A9;h43;0;0;1;1
-0,00034919;1;1;1;1;h81A9;h43;0;0;1;1
-0,00034918;0;1;1;1;h81A9;h43;0;0;1;1
-0,00034917;0;1;1;1;h81A9;h43;0;0;1;1
-0,00034916;0;1;1;1;h81A9;h43;0;0;1;1
-0,00034915;0;1;1;1;h81A9;h43;0;0;1;1
-0,00034914;1;1;0;1;h81A9;h43;0;0;1;1
-0,00034913;1;1;0;1;h81A9;h43;0;0;1;1
-0,00034912;1;1;0;1;h81A9;h43;0;0;1;1
-0,00034911;1;1;0;1;h81A9;h43;0;0;1;1
-0,0003491;0;1;0;1;h81A9;h43;1;0;1;1
-0,00034909;0;1;0;1;h81A9;h43;1;1;1;1
-0,00034908;0;1;0;1;h81A9;h43;1;1;1;1
-0,00034907;0;1;0;1;h81A8;hFF;1;1;1;1
-0,00034906;0;0;0;1;h81AA;hFF;1;1;1;1
-0,00034905;1;0;0;1;h81AA;hFF;1;1;1;1
-0,00034904;1;0;0;1;h81AA;hFF;1;1;1;1
-0,00034903;1;0;0;1;h81AA;hFF;1;1;1;1
-0,00034902;1;0;0;1;h81AA;hFF;0;1;1;1
-0,00034901;0;0;0;1;h81AA;hFF;0;1;1;1
-0,000349;0;0;0;1;h81AA;hFF;0;1;1;1
-0,00034899;0;0;0;1;h81AA;hBF;0;1;1;1
-0,00034898;0;0;1;1;h81AA;h07;0;1;1;1
-0,00034897;1;0;1;1;h81AA;h07;0;1;1;1
-0,00034896;1;0;1;1;h81AA;h07;0;1;1;1
-0,00034895;1;0;1;1;h81AA;h07;0;1;1;1
-0,00034894;1;0;1;1;h81AA;h07;0;1;1;1
-0,00034893;0;0;1;1;h81AA;h07;0;1;1;1
-0,00034892;0;0;1;1;h81AA;h07;0;1;1;1
-0,00034891;0;0;1;1;h81AA;h07;0;1;1;1
-0,0003489;0;0;1;1;h81AA;h07;0;1;1;1
-0,00034889;1;1;1;1;h81AA;h07;0;1;1;1
-0,00034888;1;1;1;1;h81AA;h07;0;0;1;1
-0,00034887;1;1;1;1;h81AA;h07;0;0;1;1
-0,00034886;1;1;1;1;h81AA;h07;0;0;1;1
-0,00034885;0;1;1;1;h81AA;h07;0;0;1;1
-0,00034884;0;1;1;1;h81AA;h07;0;0;1;1
-0,00034883;0;1;1;1;h81AA;h07;0;0;1;1
-0,00034882;0;1;1;1;h81AA;h07;0;0;1;1
-0,00034881;0;1;0;1;h81AA;h07;0;0;1;1
-0,0003488;1;1;0;1;h81AA;h07;0;0;1;1
-0,00034879;1;1;0;1;h81AA;h07;0;0;1;1
-0,00034878;1;1;0;1;h81AA;h07;0;0;1;1
-0,00034877;1;1;0;1;h81AA;h07;0;0;1;1
-0,00034876;0;1;0;1;h81AA;h07;0;0;1;1
-0,00034875;0;1;0;1;h81AA;h07;0;0;1;1
-0,00034874;0;1;0;1;h81AA;h07;0;0;1;1
-0,00034873;0;0;0;1;h81AA;h07;0;0;1;1
-0,00034872;1;0;0;1;h81AA;h07;0;0;1;1
-0,00034871;1;0;0;1;h81AA;h07;0;0;1;1
-0,0003487;1;0;0;1;h81AA;h07;0;0;1;1
-0,00034869;1;0;0;1;h81AA;h07;0;0;1;1
-0,00034868;0;0;0;1;h81AA;h07;1;0;1;1
-0,00034867;0;0;0;1;h81AA;h07;1;1;1;1
-0,00034866;0;0;0;1;h81AA;h07;1;1;1;1
-0,00034865;0;0;0;1;h81AA;hFF;1;1;1;1
-0,00034864;1;0;1;1;h81AB;hFF;1;1;1;1
-0,00034863;1;0;1;1;h81AB;hFF;1;1;1;1
-0,00034862;1;0;1;1;h81AB;hFF;1;1;1;1
-0,00034861;1;0;1;1;h81AB;hFF;1;1;1;1
-0,0003486;0;0;1;1;h81AB;hFF;0;1;1;1
-0,00034859;0;0;1;1;h81AB;hFF;0;1;1;1
-0,00034858;0;0;1;1;h81AB;hFF;0;1;1;1
-0,00034857;0;0;1;1;h81AB;h1E;0;1;1;1
-0,00034856;0;1;1;1;h81AB;h1E;0;1;1;1
-0,00034855;1;1;1;1;h81AB;h1E;0;1;1;1
-0,00034854;1;1;1;1;h81AB;h1E;0;1;1;1
-0,00034853;1;1;1;1;h81AB;h1E;0;1;1;1
-0,00034852;1;1;1;1;h81AB;h1E;0;1;1;1
-0,00034851;0;1;1;1;h81AB;h1E;0;1;1;1
-0,0003485;0;1;1;1;h81AB;h1E;0;1;1;1
-0,00034849;0;1;1;1;h81AB;h1E;0;1;1;1
-0,00034848;0;1;0;1;h81AB;h1E;0;1;1;1
-0,00034847;1;1;0;1;h81AB;h1E;0;1;1;1
-0,00034846;1;1;0;1;h81AB;h1E;0;0;1;1
-0,00034845;1;1;0;1;h81AB;h1E;0;0;1;1
-0,00034844;1;1;0;1;h81AB;h1E;0;0;1;1
-0,00034843;0;1;0;1;h81AB;h1E;0;0;1;1
-0,00034842;0;1;0;1;h81AB;h1E;0;0;1;1
-0,00034841;0;1;0;1;h81AB;h1E;0;0;1;1
-0,0003484;0;1;0;1;h81AB;h1E;0;0;1;1
-0,00034839;1;0;0;1;h81AB;h1E;0;0;1;1
-0,00034838;1;0;0;1;h81AB;h1E;0;0;1;1
-0,00034837;1;0;0;1;h81AB;h1E;0;0;1;1
-0,00034836;1;0;0;1;h81AB;h1E;0;0;1;1
-0,00034835;0;0;0;1;h81AB;h1E;0;0;1;1
-0,00034834;0;0;0;1;h81AB;h1E;0;0;1;1
-0,00034833;0;0;0;1;h81AB;h1E;0;0;1;1
-0,00034832;0;0;0;1;h81AB;h1E;0;0;1;1
-0,00034831;0;0;1;1;h81AB;h1E;0;0;1;1
-0,0003483;1;0;1;1;h81AB;h1E;0;0;1;1
-0,00034829;1;0;1;1;h81AB;h1E;0;0;1;1
-0,00034828;1;0;1;1;h81AB;h1E;0;0;1;1
-0,00034827;1;0;1;1;h81AB;h1E;1;0;1;1
-0,00034826;0;0;1;1;h81AB;h1E;1;0;1;1
-0,00034825;0;0;1;1;h81AB;h1E;1;1;1;1
-0,00034824;0;0;1;1;h81AB;h1F;1;1;1;1
-0,00034823;0;0;1;1;h81AC;hFF;1;1;1;1
-0,00034822;1;1;1;1;h81AC;hFF;1;1;1;1
-0,00034821;1;1;1;1;h81AC;hFF;1;1;1;1
-0,0003482;1;1;1;1;h81AC;hFF;1;1;1;1
-0,00034819;1;1;1;1;h81AC;hFF;1;1;1;1
-0,00034818;0;1;1;1;h81AC;hFF;0;1;1;1
-0,00034817;0;1;1;1;h81AC;hFF;0;1;1;1
-0,00034816;0;1;1;1;h81AC;hFF;0;1;1;1
-0,00034815;0;1;1;1;h81AC;hC2;0;1;1;1
-0,00034814;0;1;0;1;h81AC;hC2;0;1;1;1
-0,00034813;1;1;0;1;h81AC;hC2;0;1;1;1
-0,00034812;1;1;0;1;h81AC;hC2;0;1;1;1
-0,00034811;1;1;0;1;h81AC;hC2;0;1;1;1
-0,0003481;0;1;0;1;h81AC;hC2;0;1;1;1
-0,00034809;0;1;0;1;h81AC;hC2;0;1;1;1
-0,00034808;0;1;0;1;h81AC;hC2;0;1;1;1
-0,00034807;0;1;0;1;h81AC;hC2;0;1;1;1
-0,00034806;0;0;0;1;h81AC;hC2;0;1;1;1
-0,00034805;1;0;0;1;h81AC;hC2;0;1;1;1
-0,00034804;1;0;0;1;h81AC;hC2;0;0;1;1
-0,00034803;1;0;0;1;h81AC;hC2;0;0;1;1
-0,00034802;1;0;0;1;h81AC;hC2;0;0;1;1
-0,00034801;0;0;0;1;h81AC;hC2;0;0;1;1
-0,000348;0;0;0;1;h81AC;hC2;0;0;1;1
-0,00034799;0;0;0;1;h81AC;hC2;0;0;1;1
-0,00034798;0;0;0;1;h81AC;hC2;0;0;1;1
-0,00034797;1;0;1;1;h81AC;hC2;0;0;1;1
-0,00034796;1;0;1;1;h81AC;hC2;0;0;1;1
-0,00034795;1;0;1;1;h81AC;hC2;0;0;1;1
-0,00034794;1;0;1;1;h81AC;hC2;0;0;1;1
-0,00034793;0;0;1;1;h81AC;hC2;0;0;1;1
-0,00034792;0;0;1;1;h81AC;hC2;0;0;1;1
-0,00034791;0;0;1;1;h81AC;hC2;0;0;1;1
-0,0003479;0;0;1;1;h81AC;hC2;0;0;1;1
-0,00034789;0;1;1;1;h81AC;hC2;0;0;1;1
-0,00034788;1;1;1;1;h81AC;hC2;0;0;1;1
-0,00034787;1;1;1;1;h81AC;hC2;0;0;1;1
-0,00034786;1;1;1;1;h81AC;hC2;0;0;1;1
-0,00034785;0;1;1;1;h81AC;hC2;1;0;1;1
-0,00034784;0;1;1;1;h81AC;hC2;1;0;1;1
-0,00034783;0;1;1;1;h81AC;hC2;1;1;1;1
-0,00034782;0;1;1;1;h0880;hFF;1;1;1;1
-0,00034781;0;1;0;1;h1EC2;hFF;1;1;1;1
-0,0003478;1;1;0;1;h1EC2;hFF;1;1;1;1
-0,00034779;1;1;0;1;h1EC2;hFF;1;1;1;1
-0,00034778;1;1;0;1;h1EC2;hFF;1;1;1;1
-0,00034777;1;1;0;1;h1EC2;hFF;1;1;1;1
-0,00034776;0;1;0;1;h1EC2;hFF;1;1;1;1
-0,00034775;0;1;0;1;h1EC2;hFF;1;1;1;1
-0,00034774;0;1;0;1;h1EC2;hFF;1;1;1;1
-0,00034773;0;1;0;1;h1EC2;hFF;1;1;1;1
-0,00034772;1;0;0;1;h1EC2;hFF;1;1;1;1
-0,00034771;1;0;0;1;h1EC2;hFF;1;1;1;1
-0,0003477;1;0;0;1;h1EC2;hFF;1;1;1;1
-0,00034769;1;0;0;1;h1EC2;hFF;1;1;1;1
-0,00034768;0;0;0;1;h1EC2;hFF;0;1;1;1
-0,00034767;0;0;0;1;h1EC2;hFF;0;1;1;1
-0,00034766;0;0;0;1;h1EC2;hFF;0;1;1;1
-0,00034765;0;0;0;1;h1EC2;hFF;0;1;1;1
-0,00034764;0;0;1;1;h1EC2;hFF;0;1;1;1
-0,00034763;1;0;1;1;h1EC2;hFF;0;1;1;1
-0,00034762;1;0;1;1;h1EC2;hDE;0;1;1;1
-0,00034761;1;0;1;1;h1EC2;h1E;0;1;1;1
-0,0003476;0;0;1;1;h1EC2;h1E;0;1;1;1
-0,00034759;0;0;1;1;h1EC2;h1E;0;1;1;1
-0,00034758;0;0;1;1;h1EC2;h1E;0;1;1;1
-0,00034757;0;0;1;1;h1EC2;h1E;0;1;1;1
-0,00034756;0;1;1;1;h1EC2;h1E;0;1;1;1
-0,00034755;1;1;1;1;h1EC2;h1E;0;1;1;1
-0,00034754;1;1;1;1;h1EC2;h1E;0;0;1;1
-0,00034753;1;1;1;1;h1EC2;h1E;0;0;1;1
-0,00034752;1;1;1;1;h1EC2;h1E;0;0;1;1
-0,00034751;0;1;1;1;h1EC2;h1E;0;0;1;1
-0,0003475;0;1;1;1;h1EC2;h1E;0;0;1;1
-0,00034749;0;1;1;1;h1EC2;h1E;0;0;1;1
-0,00034748;0;1;1;1;h1EC2;h1E;0;0;1;1
-0,00034747;1;1;0;1;h1EC2;h1E;0;0;1;1
-0,00034746;1;1;0;1;h1EC2;h1E;0;0;1;1
-0,00034745;1;1;0;1;h1EC2;h1E;0;0;1;1
-0,00034744;1;1;0;1;h1EC2;h1E;0;0;1;1
-0,00034743;0;1;0;1;h1EC2;h1E;0;0;1;1
-0,00034742;0;1;0;1;h1EC2;h1E;0;0;1;1
-0,00034741;0;1;0;1;h1EC2;h1E;0;0;1;1
-0,0003474;0;1;0;1;h1EC2;h1E;0;0;1;1
-0,00034739;0;0;0;1;h1EC2;h1E;0;0;1;1
-0,00034738;1;0;0;1;h1EC2;h1E;0;0;1;1
-0,00034737;1;0;0;1;h1EC2;h1E;0;0;1;1
-0,00034736;1;0;0;1;h1EC2;h1E;0;0;1;1
-0,00034735;1;0;0;1;h1EC2;h1E;1;0;1;1
-0,00034734;0;0;0;1;h1EC2;h1E;1;0;1;1
-0,00034733;0;0;0;1;h1EC2;h1E;1;1;1;1
-0,00034732;0;0;0;1;h1EC2;h1E;1;1;1;1
-0,00034731;0;0;0;1;h1EC3;h1E;1;1;1;1
-0,0003473;1;0;1;1;h1EC3;h1E;1;1;1;1
-0,00034729;1;0;1;1;h1EC3;h1E;1;1;1;1
-0,00034728;1;0;1;1;h1EC3;h1E;1;1;1;1
-0,00034727;1;0;1;1;h1EC3;h1E;1;1;1;1
-0,00034726;0;0;1;1;h1EC3;h1E;0;1;1;1
-0,00034725;0;0;1;1;h1EC3;h1E;0;1;1;1
-0,00034724;0;0;1;1;h1EC3;h1E;0;1;1;1
-0,00034723;0;0;1;1;h1EC3;h1E;0;1;1;1
-0,00034722;1;1;1;1;h1EC3;hDE;0;1;1;1
-0,00034721;1;1;1;1;h1EC3;hDE;0;1;1;1
-0,0003472;1;1;1;1;h1EC3;hDE;0;1;1;1
-0,00034719;1;1;1;1;h1EC3;hD6;0;1;1;1
-0,00034718;0;1;1;1;h1EC3;hD6;0;1;1;1
-0,00034717;0;1;1;1;h1EC3;hD6;0;1;1;1
-0,00034716;0;1;1;1;h1EC3;hD6;0;1;1;1
-0,00034715;0;1;1;1;h1EC3;hD6;0;1;1;1
-0,00034714;0;1;0;1;h1EC3;hD6;0;1;1;1
-0,00034713;1;1;0;1;h1EC3;hD6;0;1;1;1
-0,00034712;1;1;0;1;h1EC3;hD6;0;0;1;1
-0,00034711;1;1;0;1;h1EC3;hD6;0;0;1;1
-0,0003471;1;1;0;1;h1EC3;hD6;0;0;1;1
-0,00034709;0;1;0;1;h1EC3;hD6;0;0;1;1
-0,00034708;0;1;0;1;h1EC3;hD6;0;0;1;1
-0,00034707;0;1;0;1;h1EC3;hD6;0;0;1;1
-0,00034706;0;1;0;1;h1EC3;hD6;0;0;1;1
-0,00034705;1;0;0;1;h1EC3;hD6;0;0;1;1
-0,00034704;1;0;0;1;h1EC3;hD6;0;0;1;1
-0,00034703;1;0;0;1;h1EC3;hD6;0;0;1;1
-0,00034702;1;0;0;1;h1EC3;hD6;0;0;1;1
-0,00034701;0;0;0;1;h1EC3;hD6;0;0;1;1
-0,000347;0;0;0;1;h1EC3;hD6;0;0;1;1
-0,00034699;0;0;0;1;h1EC3;hD6;0;0;1;1
-0,00034698;0;0;0;1;h1EC3;hD6;0;0;1;1
-0,00034697;1;0;1;1;h1EC3;hD6;0;0;1;1
-0,00034696;1;0;1;1;h1EC3;hD6;0;0;1;1
-0,00034695;1;0;1;1;h1EC3;hD6;0;0;1;1
-0,00034694;1;0;1;1;h1EC3;hD6;0;0;1;1
-0,00034693;0;0;1;1;h1EC3;hD6;1;0;1;1
-0,00034692;0;0;1;1;h1EC3;hD6;1;1;1;1
-0,00034691;0;0;1;1;h1EC3;hD6;1;1;1;1
-0,0003469;0;0;1;1;h008B;hD6;1;1;1;1
-0,00034689;0;1;1;1;h81AD;hD6;1;1;1;1
-0,00034688;1;1;1;1;h81AD;hD6;1;1;1;1
-0,00034687;1;1;1;1;h81AD;hD6;1;1;1;1
-0,00034686;1;1;1;1;h81AD;hD6;1;1;1;1
-0,00034685;1;1;1;1;h81AD;hD6;0;1;1;1
-0,00034684;0;1;1;1;h81AD;hD6;0;1;1;1
-0,00034683;0;1;1;1;h81AD;hD6;0;1;1;1
-0,00034682;0;1;1;1;h81AD;hD6;0;1;1;1
-0,00034681;0;1;1;1;h81AD;h41;0;1;1;1
-0,0003468;1;1;0;1;h81AD;h41;0;1;1;1
-0,00034679;1;1;0;1;h81AD;h41;0;1;1;1
-0,00034678;1;1;0;1;h81AD;h41;0;1;1;1
-0,00034677;1;1;0;1;h81AD;h41;0;1;1;1
-0,00034676;0;1;0;1;h81AD;h41;0;1;1;1
-0,00034675;0;1;0;1;h81AD;h41;0;1;1;1
-0,00034674;0;1;0;1;h81AD;h41;0;1;1;1
-0,00034673;0;1;0;1;h81AD;h41;0;1;1;1
-0,00034672;1;0;0;1;h81AD;h41;0;1;1;1
-0,00034671;1;0;0;1;h81AD;h41;0;0;1;1
-0,0003467;1;0;0;1;h81AD;h41;0;0;1;1
-0,00034669;1;0;0;1;h81AD;h41;0;0;1;1
-0,00034668;0;0;0;1;h81AD;h41;0;0;1;1
-0,00034667;0;0;0;1;h81AD;h41;0;0;1;1
-0,00034666;0;0;0;1;h81AD;h41;0;0;1;1
-0,00034665;0;0;0;1;h81AD;h41;0;0;1;1
-0,00034664;0;0;1;1;h81AD;h41;0;0;1;1
-0,00034663;1;0;1;1;h81AD;h41;0;0;1;1
-0,00034662;1;0;1;1;h81AD;h41;0;0;1;1
-0,00034661;1;0;1;1;h81AD;h41;0;0;1;1
-0,0003466;1;0;1;1;h81AD;h41;0;0;1;1
-0,00034659;0;0;1;1;h81AD;h41;0;0;1;1
-0,00034658;0;0;1;1;h81AD;h41;0;0;1;1
-0,00034657;0;0;1;1;h81AD;h41;0;0;1;1
-0,00034656;0;0;1;1;h81AD;h41;0;0;1;1
-0,00034655;1;1;1;1;h81AD;h41;0;0;1;1
-0,00034654;1;1;1;1;h81AD;h41;0;0;1;1
-0,00034653;1;1;1;1;h81AD;h41;0;0;1;1
-0,00034652;1;1;1;1;h81AD;h41;0;0;1;1
-0,00034651;0;1;1;1;h81AD;h41;1;0;1;1
-0,0003465;0;1;1;1;h81AD;h41;1;1;1;1
-0,00034649;0;1;1;1;h81AD;h41;1;1;1;1
-0,00034648;0;1;1;1;h81AC;hD6;1;1;1;1
-0,00034647;1;1;0;1;h81AE;hD6;1;1;1;1
-0,00034646;1;1;0;1;h81AE;hD6;1;1;1;1
-0,00034645;1;1;0;1;h81AE;hD6;1;1;1;1
-0,00034644;1;1;0;1;h81AE;hD6;1;1;1;1
-0,00034643;0;1;0;1;h81AE;hD6;0;1;1;1
